issuekey,title,description,storypoint
DM-92,teststestpsfdeterminationpy broken test,measalgorithms teststestpsfdeterminationpy test testrejectblends operate expected calls pcapsfdeterminer results usable psf candidates blends rejected formerly resulted numpy array named sizes containing one uninitialized value might raise unexpected exception raise desired exception depending whether value negative positive ticketsdm pushed fix bug caused invalid sizes array unit test reliably broken viable psf candidates raises wrong exception test blend rejection case ticket commented bad test,2
DM-94,configure transition screens agile workflow,whenever issue transitioned jira agile board ready review screen pop ask reviewer whenever moved state another screen ask new assignee,1
DM-95,make lsstbuild reuse buildids nothings changed,built packages eupstagged build ids bnnn eups tags without change new eups tags declared even nothing changed since previous build eups tags code doesnt scale well time implemented comparing newly built manifest ones stored versiondb reusing build ids matching one found,1
DM-96,write unit tests lsstbuild,unit tests need written lsstbuild shouldve written together code due winter release fire drill postponed,10
DM-98,clean isr utility code,commented code isrpy removed updated works,2
DM-148,improve naming getters ampinfotable,names methods get values record ampinfocatalog potentially confusing convention call getters getattributename could change method names ampinfocatalog add methods swig wrapper,1
DM-177,boxibboxgetmin bboxgetmax fails empty bbox,empty boxi cannot round tripped codepy lsstafwgeom import boxi boxi boxibgetmin bgetmax assert bisempty code confusing surprising round tripping fails also trap unwary saving min max logical way store boxes afw tables records contain points extents saves casting back forth simplifies clarifies code save max instead extent thus path users take problem time bomb could quite time somebody tries store empty box finds get retrieved correctly,1
DM-195,logcxxbased logging prototype,continuation dmtf initial work done branch ubchickprotolog include comments sent issues discussed qserv meeting march free functions log object need discussed particular metadata keyvalue pairs need attached object might make sense avoiding getlogger call logging needed due threshold significant security breach use vsprintf userprovided arguments use vsnprintf instead check overflow use stringstream boostformat prototype used combination set static logcxxlevelptr variables isenabledforlevel set cpp macros avoid switch return value getlogger shouldnt need cast play hierarchical names dont execute code formatting debug level use shorter threadid experiment defining special python handler intercept redirect logcxxbased logging,15
DM-197,replace positionfunctor flavor xytransform,afw special functor positionfunctor acts like xytransform unless positionfunctor need invertible makes sense merge likely replacing positionfunctor transform afwimagexytransformfromwcspair suggested jim bosch trac ticket,1
DM-198,rework join support including refmatch tables,add support refmatch tables relevant code qserv core supporting joins already written task related dmtf,16
DM-199,develop new masterworker result system,reimplement results returned worker czar currently relies mysqldump fairly inefficient related dmtf,20
DM-201,qserv unit testing controller module,design build toy prototype test framework testing controller module might require mock framework want able test things isolation without testing everything around controller module time related dmtf,10
DM-202,qserv unit testing query execution,design build toy prototype test framework testing query execution module might require mock framework want able test things isolation without testing everything around query execution module time related dmtf,8
DM-203,prepare setting new cluster inp continuous integrationtesting,hardware available setup environment could easily run integration testing different qserv releases including testingcomparing performance integrate changes implemented add install script exposes individual steps allows modifications config file newinstall qservconfigure prepare edit config file copy somewhere qservconfigure,4
DM-207,migrate qserv czar code new logging system,includes switching qserv new logging finetuning messages printed deciding error level covered,10
DM-210,data ingest,rework existing scripts used load data plain mysql involves mostly simplifying pushing functionality like converting types outside loading scripts refer loading spreadsheet pmcs assignments,10
DM-211,revise design qserv frontend rearchitect,revisit architecture includes proxy xrootd client mysqld python zookeeper capture findings new stories add stories,10
DM-212,migrate away using env variables qserv,qserv currently relying many env variables migrated away extend possible,10
DM-213,setup multinode testbed,itd useful test qserv using winter summer data set multinode cluster exercise pieces software double check missing anything,5
DM-214,geometry,port geometry related code used qserv currently written python switch qserv based version refer loading spreadsheet pmcs assignments,47
DM-219,qserv worker scheduler code cleanup,qserv worker scheduler code bit ugly actual composable scheduler classes fifoscheduler scanscheduler groupscheduler blendscheduler might pretty clean interactions rest wdb wcontrol may harder understand small amount lowhanging fruit code clean make things sensible understandable may require new abstractions shuffling logic newdifferent classes since issue opened refactoring work done part new xrdssi port organization may somewhat cleaner still worth take fresh look evaluate designinteractions see much canshould reorganized,6
DM-221,implement new async xrootd client,oops earlier description meant sorry confusion danielw also made mess assignees sorry danielw,30
DM-224,switch mariadb,switch qserv mariadb foundation based mysql,3
DM-228,setup dev test environment,setup whole qserv environment including installing data set validate running simple queries suggest changesimprovements appropriate,8
DM-231,refurbish existing configuration,refurbish existing configuration scripts make work new packagingbuild system,10
DM-240,measbase plugins cmodel magnitudes,create measbase plugins singleframe forced measurement uses modelfitting primitives measmultifit implement sdssstyle cmodel magnitudes fit exp dev model separately fit linear combination ellipse parameters held fixed oldstyle plugin already implemented hsc fork used guide issue involves adapting implementation measbase potentially cleaning bit note hsc implementation cannot transferred directly lsst side measalgorithms apis slightly different two forks,6
DM-241,refactor forced tasks two tasks,looking bit think refactor current measbase forced photometry task separate cmdlinetask measurement task allow forced measurement task share common base class singleframemeasurementtask allowing move callplugin free functions base class give better parallels existing tasks procesimageforcedtask proposed name base commandline task similar processimagetask well also processforcedccdtask processforcedcoaddtask forcedmeasurementtask similar singleframemeasurementtask short think clean ugliness callplugin make whole hierarchy easier newcomers understand,6
DM-242,switch afwtable fields,weve mapping afwtable unnecessarily complicates lots things wed like switch using field names requires ending mapping need backwards compatible well add version fits headers continue mapping version present less value new field names used measbase wont roundtrip,3
DM-245,implement hsc camera new camera framework,hsc camera needs put new camera geometry implement like lsstsim sdss generate repository camera config ampinfo fits files unpersisted butler changes require modifying obssubaru plan use policy file populate new geometry date information ill happily use,10
DM-246,investigate compensation dcr,continuation image differencing work characterized negative effects dcr difference images need start working compensation effects work also touch wcs psf classes probable consumers information scope includes designing implementing class describe astrometric effects dcr consideration classes psf wcs tasks imagedifferencingtask may use,60
DM-247,design dcr class,describes design process implementation class model effects dcr includes design design review process,20
DM-248,implementation dcr class,core implementation class represents effects dcr includes initial implementation realistically expect class evolve encounters use cases matter thorough design process,20
DM-259,test migrate swig,original message subject lsstdata swig support date mon mar robert lupton good rhlastroprincetonedu lsst data lsstdatalsstcorporg tried prerelease osx failed tests havent tried version discussion william havent time follow date sun mar william fulton wsffultondesignscouk announce swig mar pleased announce swig latest swig release swig swig software development tool reads header files generates wrapper code needed make code accessible programming languages including perl python tcl ruby php java lua scheme guile mzscheme chicken ocaml pike modula octave common lisp clisp allegro cffi uffi swig also export parse tree form xml lisp sexpressions major applications swig include generation scripting language extension modules rapid prototyping testing user interface development large systems availability release available download sourceforge windows version also available please report problems release swigdevel mailing list details release notes swig summary major new release focusing primarily improvements support added please see documentation details supported features nested class support added taken full advantage java languages use nested classes require work natural integration target language urge folk knowledgeable target languages step forward help effort lua improved metatables support nspace support added python import improvements including relative imports python support completed perl director support added net support minimum generated using statements replaced fully qualified names bug fixes improvements following languages guile java lua perl php python octave ruby tcl various bug fixes improvements affecting languages note release contains backwards incompatible changes languages full detailed release notes changes file,2
DM-260,board workflow modifications,software development board propose change ready merge review complete per quote thats thought review complete would work done fixups needed merging rereview necessary quote remove ready review instead developer drag issue review assign reviewer ifwhen reinstate review master may reintroduce ready review,1
DM-271,setup new buildbot system,setup buildbot testbed environment includes setting slaves set common stack runs creating new continuous integration slave using new eupspkgbased build distribution support definition done every git change master trigger build master build failed email sent lsstdata build succeeds nothing happens failures due internal buildbot issues config problems transient system availability issues timeouts etc buildbot owner allow usertriggered builds via web page specified refs built common user get lsstc ldap directory hooked understood locking may fully implementedfleshed story possible user lsstdev easily setup stack either failed successful build,100
DM-272,move tctrelevant twiki documentation confluence,congregate trac tctrelevant documents standards policies guidelines meeting history onto confluence,2
DM-273,develop create organizational structure confluence space,start populating confluence space active pages define overall organizational structuretaxonomy,1
DM-274,adding support numpy scalar array types arguments swig wrapped methods,building anaconda lsstdev causes construction pointi point types numpy dtypes fail standard exception code notimplementederror wrong number type arguments overloaded function code know allowed others well think addressed way release repeat lsstdev codesh setenv eupsdir lsstswstack source lsstsweupsbinsetupscsh setup afw setup anaconda echo import lsstafwgeom agnimport numpynprint agpointinval numpyintnprint agpointivalval testpy python testpy code using old stack similar test codesh source lsstdcstacksdefaultloadlsstcsh setup afw echo import lsstafwgeom agnimport numpynprint agpointinval numpyintnprint agpointivalval testpy python testpy code,3
DM-278,improve handling errors occuring asyncquerymanager,asyncquerymanager initialized based configuration file configuration invalid exception thrown readconfig gracefully handled upstream,1
DM-280,clean multiple aperture photometry code,ive minor work hscside apertureflux algorithm wanted record concerns rhl addressed new measbase version consider merging apertureflux ellipticalapertureflux algorithm config field choose whether use elliptical apertures could still register twice different default config value eliminate lot code duplication could also consider inherit common base class instead ellipticalapertureflux inherit apertureflux done test threshold switch sinc naive apertures obeyed exactly create flag failure mode aperture cannot measured edge image test appears right point possible set flag measure area within aperture instead bailing somewhat offtopic consider utility functions sourceslotconfig set slots none use unit tests,5
DM-289,helpful location information errors duplicatorpartitioner input,currently qserv duplicator partitioner encounters erroneous input formatting error missing columns error message outputs include mapping back location error making hardannoying indeed fix erroneous input fabrice would quite reasonably like see filename line number error message unfortunately producing line number complicated following facts multiple threads may reading subsections input file parallel subsections guaranteed read order lines varying length words code readingparsing input idea line working making information available would involve either deferring error reports extra synchronization performance loss easily arrange processing code know file byte offset input text processed error messages include pieces information,2
DM-290,eliminate dependence query analysis parser antlr,would like write compile query analyzer code completely independently parser antlr transitively doesnt seem work right currently possible might take day week sure finish anything half day include testing review feedback revision process perhaps unit testing make faster updates follow scope estimated dependencies broken query parser antlr due predicate depending antlr nodes qana parser antlr,8
DM-295,xrootd initialization abort mysql connection fails,currently xrootd happily start even cant connect mysql print message code configration invalid unable connect mysql config code easily overlooked plus fatal error xrootd initialization aborted working propose also improve validatemysql moment connects mysql database one call connection fine database exist fail without telling user failed confusing itd better connect mysql without connecting database selectdb fails inform user database exist transferred trac ticket,1
DM-296,fix namespaces qserv core modules,suggested code review ticket pasted commonsrc required coding standards big proponent using namespace scopes files usually save needing namespace aliases certainly save prefix every declaration qserv point recommend changing header file extension match rest lsst code unless big backwards compatibility issue transferred trac ticket,5
DM-297,qserv check loaded spatial udfs,qserv way checking existence spatial udfs loaded worker mysql instances obviously worker must perform physical check however worker knowledge spatial udfs even exist since master responsible translating spatial spec udf call moment preferred way checking would sort administrative command runs nodes alternative would sanity check run worker admin starts worker master could devise mysql query check things dispatch chunks although would get full coverage replica exist redundant workers host chunk transferred trac ticket,2
DM-298,restarting mysqld breaks qserv,restaring mysqld results unusable qserv even restart happens qserv completely idle error message error lost connection mysql server query happens likely qserv caches connection becomes invalid server restarted guessing happen long period inactivity connection times transferred trac,1
DM-300,centralize hardcoded constants,values qserv need become constanteg chunkid column names dirs filenames configurable others hardcoded nonobvious places code multiple places need value really need agree unfortunately qserv doesnt wellknown place constants yet constant value needed different parts code needs managed way reasonably obvious unfamiliar programmers list values chunkid subchunkid column names masterindexingpy apppy environment variable names others actually fairly simple implement right design conceived workedout transferred trac ticket,6
DM-309,jira qserv,jira setup qserv includes things like adding new tasks transferring tasks trac epicstorytask division assigning story points setting scrum board learning things,8
DM-312,come standard handle exceptions qserv rest,currently css using one class relies different error codes differentiate different type exceptions parts qserv core define exception different error itd good standardize use approach,4
DM-313,cleanup includes qserv core modules,includes need cleanup group standard lib boots local sort appropriate etc also unify forward declarations,2
DM-318,css surviving mysql zookeeper glitches,css gracefully recover failures lost connection mysqld zookeeper clear would survive glitches right needs tested code improved necessary,4
DM-319,create board virtual otherwise pictures names everyone,tried compiling list everyone works worked code nearly impossible public list current staff alumni,1
DM-321,rethink threadcc dispatchercc python interface,mess threadcc dispatchercc need rethought redesigned interface smaller obvious,2
DM-322,trim python importing czar apppy,clean way modules imported qserv master use relative import appropriate instead lsstqservmasterpackage migrated trac,2
DM-326,libraries built lib opensuse eups tables assume lib,report darko jevremovic darkoaobrs quote mario managed build stack opensuse standard problems liblib namely system builds libraries prefixlib programs hard wired prefixlib could change last line mysqlclientupseupspkgcfgsh prefixlib mysql prefix lib lib lib prefixlib mysql something along line sure whether syntax would work also could add manner upseupspkgcfgsh prefix lib lib lib following packages minuit gsl cfitsio wcslib quote,1
DM-327,take ram account computing ncores use installs,darko jevremovic reported hes switch hyperthreading manually override ncores makeflags sconflags core machine little ram build afw fix eupspkg default build routines take ram account computing level build parallelism meantime document workaround contact darkoaobrs,1
DM-330,local lsstbuild invocations use different build number prefix,buildbotinvoked lsstbuild installs packages stack tags propagated distribution server eups distrib create local stacks maintained lsstbuild use different tags dont conflict distributed tags,1
DM-334,cut qserv release,itd useful fully functioning qserv release latest set changes build packaging css daniels fixes etc hackathon week,2
DM-335,migrate stdlists stdvectors,suggested andy reviewing discussed qserv mtg stdlist stdvector default vector iterating vector much efficient list revisit case case bases blindly replace preferred solution typedef name way conveys intent might call container underneath use vector,8
DM-336,improve code initializes sharedptrs,reported andy reviewing discussed qserv mtg boostsharedptr new boostmakeshared,4
DM-337,removed dead code stringutilh,remove obsolete strtodoublefunc utilstringutilh,1
DM-345,enable gravatars,could enable gravatars atlassian products least jira agile confluence,1
DM-354,add camerageom overview doxygen documentation,camerageom package needs overview page part afws maindox part doxygen documentation think simon add,2
DM-355,install tag multiple qserv versions distserver,done,1
DM-359,simplify coadd example software user guide,current example lsst software user guide coaddition reflects processes necessary perform production thorough really works lsst cluster example simplified work smaller subset data singleuser machines definition done following documentation possible users identify sdss data need subset files instructions download necessary files local machine instructions build necessary repositories instructions run coaddforced photometry tasks issues requiring access rights lsst machines databases identified issues created later,8
DM-365,integration tests dataset packaged eupspkg,qservintegrationtests package created would allow manage easily upsqservtable tests version given qserv version would allow install qserv dependencies related testing like partition data ingest code may arrive,3
DM-366,refactor installdistribution procedures using lsstsw,heres andy salnikov remark review,5
DM-367,css performance optimizations avoiding redundant checks,facadecc seems worthwhile think tweak implementation reduce redundant calls getchunkedtables calls cssiexists database contained table also calls exists table retrieved reality needs call exists reads rather came review review comments captured,8
DM-368,integrate qservadmin backend czar separate admind,clientqservadminimplpy know czars python code ugly concept one entry point users also ugly feel like client wrap stuff json make rest call czar ideally proxy would use rest perhaps via least seems thoughtout luaxmlrpc came review review comments captured,15
DM-369,improve css exceptions handled,css one class exceptions model adopted daniel type separate exception better catch individual exceptions instead catch css exceptions checking type rethrowing type want able catch css exceptions introduce new base class new comparing daniels version,6
DM-370,improved default values css handled,need improve defaults handled qservadmin seems desire warn values sethow setting defaults printing configuration used something humancreated reasonable defaults bother user unless default viable think strict machinegenerated input would like catch bugs soon possible came review review comments captured,5
DM-372,fix testqueryanalysis,tests fail testcppparser,2
DM-373,catch attributeerror problems czar,wonder could catch exceptions czar simplify debugging example change code acoremodulesczarlsstqservmasterapppy bcoremodulesczarlsstqservmasterapppy class inbandqueryaction selfconstraintssize dominantdb getdominantdbselfsessionid dbstriping getdbstripingselfsessionid dbstripingstripes dbstripingsubstripes dbstripingx dbstripingy code return client cryptic error code qserv error unexpected error type exceptionsattributeerror attributeerrorx traceback object xac code clues traceback information log,2
DM-375,improve error handling parts qserv report sensible errors users,qserv needs handle error gracefully matter error occurs try automatically recover cant report reasonable error user try poke around trigger various errors random places qserv watch happens system fails andor reports error user fix expect need design better error handling framework achieve graceful error handling,60
DM-380,loadlsst bugs csh ksh,flaw loadlsst scripts andor eupsbinsetups causes following errors using ksh code installdirloadlsstksh ksh pathtoinstalldireupsbinsetupsksh cannot open file directory code indeed eupsbinsetupsksh file attempting run installation demo code printenv shell bintcsh code issue appears csh unsurprisingly code source pathtoinstalldirloadlsstcsh pathtodemo setup obssdss bindemosh bindemosh line volumesdlsststackeupsdefaultbinsetupssh file directory bindemosh line setup command found code handediting demosh script omit default string offending line demo runs normally completion note everything works fine bash tested awhile back,1
DM-384,add versioning sourcetable lsstafwtable,add version afwtablesourcetable persist version number fits file table saved restore table restored tables created saved disk prior modification version number default tables created version version number change enable new version slots field naming conventions needed measurement framework overhaul time allowing current clients sourcetable continue function work define persist slots depending version separate issue appear alterable member metadata saved metadata reloaded file reloaded getversion setversion methods used allow clients alter number,1
DM-386,create commandevent sender,simulate ocs ccs via ocs sending message base dmcs write library send commands via method calls used commandable entities base dmcs method calls library used simulate sending commands ocs initially developed using messages later switched use dds write command line tool send messages commands arguments init enable disable release stop abort reset commands arguments configure arguments set computers software versions executed parameters used control software events arguments startintegration nextvisit definition done library method calls commandsevents method call sends one message given topic command line tool send commandsevents commandable entity subscribed topic unit tests commandsevents,6
DM-387,build base dmcs communications library,write library used commandable entity base dmcs methods library receiving commands simulated ocs specific command actions handled entity events handled base dmcs initially developed using messages later switched use dds library include object methods blocking receives blocking receives timeouts nonblocking receives commands received methods given another class call appropriate action methods abstract class implementing following methods commands init configure enable disable release stop abort reset abstract class methods implementing following methods events startintegration nextvisit,6
DM-388,build replicator,replicator boot establishes connection single preconfigured distributor checks connection network outage buffer base raw image cache tape archive success replicator registers orchestration manager fullyoperational pool note check eventually dependent specified configuration way tape library could still run using network outage buffer raw image cache redundancy source operation receives job visit exposure sequence number within visit raft queries base efd replica information needed process image subscribes camera data system cds startreadout event ocs telemetry topics waits startreadout event request crosstalk corrected exposure raft using cds client interface block available receipt crosstalkcorrected image verify integrity image hash checksum send image telemetry distributor compressing configuration says time image written network outage buffer raw image cache using data access client framework retrying successful configured number tries images written tagged archiver mode replicator job request raw image using cds client interface block available receipt raw image verify integrity image hash checksum send image distributor simultaneously write network outage buffer tape archive image transmission statuses successful unsuccessful recorded alert production database note image calibration engineering modes may rawimage data crosstalkcorrected image data replicator job configuration provide note replicator jobs need detect completing expected amount time note something base dmcs eventmessage monitor needs pay attention number replicator reregistering localonly pool notify netops investigate resolve issue errors sending keeping connected distributor replicator unregisters fullyoperational pool registers localonly pool replicator continue try connect distributor able reestablish connection unregisters localonly pool registers fullyoperational pool heartbeat messages replicators distributors indicate replicators able reregister fullyoperational pool,10
DM-389,build distributor,distributor boot checks network archive raw image cache tape archive tested successfully distributor waits connection associated replicator operation receipt visit exposure sequence number raft associated replicator distributor publishes along network address archive dmcs receipt crosstalkcorrected image associated telemetry associated replicator verifies integrity using hash checksum writes raw image cache using data access client framework decompresses necessary separates individual ccdsized portions sends portions appropriate connected workers note workers connect request ccdsized crosstalkcorrected image receipt raw image writes tape system images tagged archive mode include heartbeat monitoring replicatordistributor connection,10
DM-405,write linux standard base compliant initd scripts,qserv services initd scripts rely lsb order work multiple systems remark xrootd launched background process end always send return code equal even xrootd fails start shell function waitforpid implemented xrootd initd scritps solve inspired mysqld initd script,5
DM-413,simulate computation production voevents worker batch job,simulate jobs alert processing produce voevents based results,6
DM-417,finish adding aliases afwtableschema,issue picks partiallycompleted trac ticket adds stringsubstitutionbased alias mechanism afwtableschema still issues sort wrt constness respects table catalogs schema cannot changed table constructed need able change aliases table construction,6
DM-421,add basic functorkeys,add basic functorkeys mechanism enough implementations support slots,4
DM-422,add functorkeys replace compound field functionality,add functorkeys replace functionality current compound field types measbase result objects may involve moving measbase definitions afw,4
DM-423,add functorkeys common analysis tasks,add functorkeys simple common calculated fields including magnitudes fluxes coords points points coords ellipse conversions radiusellipticity extraction,4
DM-428,add live dsbased debugging measurement framework,old measurement framework lot live dsbased display options ensure new one least many still works point consider different mechanism enabling displays possibly tools displaying thats scope issue,6
DM-429,make noisereplacer outputs reproduceable,need way get back noisereplaced exposure particular source measurement measurement run without run noisereplacement previous objects already code afwmathrandom output state string think probably save string output catalog require api changes allow noisereplacer modify schema set field output records,3
DM-430,control log levels perplugin basis,able control log levels certain plugins run one level rest run another allow particular plugin debugged verbose,4
DM-433,add slot support measbasestyle outputs,slot mechanism afwtable currently uses compound fields save slot types flux centroid shape since new measurement framework uses flattened representation sourcetable types saved multiple scalar fields slot mechanism need altered handle new table type alternative keytuple storing keys required slot fixup getcentroid flux shape sourcerecord use correct keys fixup single value getters getx gety etc use correct keys persist slot info fits correctly based table version,4
DM-435,add aperturecorrection measurement code end calibrate,end calibratetask well want compute psf aperture fluxes psf stars send psf model stored interpolated using featured added via well also need run flux measurement algorithms need tied psf fluxes stars somewhat slow probably want limit measurements psf stars rather requiring algorithms run part calibratemeasurement relationships fluxes psf fluxes additional fields added interpolated psf hsc implementation work well done issue hsc changes many packages relevant ones lsst,8
DM-436,apply aperture corrections measurement tasks,need interpolate aperture correction position every source apply correction appropriate fluxes hsc implementation work well done issue hsc changes many packages relevant ones lsst note lsst side well want apply aperture corrections either within new plugin measbase new part basemeasurementtask change correctfluxes algorithm removed future along rest old measurement framework measalgorithms,7
DM-441,setup four new measurement algorithms processccd testing,goal story take following algorithms make fully operational processccd psffluxsdssshapesdsscentroidsincflux code moved measbase yet used full operation first step process algorithm least one test confirm works unit tests simple actual confirmation full operability run tests real data compare existing measalgorithms algorithm code still require cleanup even story completed intentionally left existed measalgorithms goal ticket confirm algorithm complete measurement reasonable result responds major configuration options handles least defined exceptions flags correctly confirmation results identical measalgorithms subsequent ticket cleanup documentation code done subsequent ticket,4
DM-443,approveacquire hipchat licenses,original message subject getting hipchat licenses date wed apr mario juric mjuriclsstorg organization large synoptic survey telescope inc jeffrey kantor jkantorlsstorg iain goodenow igoodenowlsstorg stefan dimmick sdimmicklsstorg jeff like start process acquire hipchat licenses days left evaluation one right users first total would month expecting eventually grow users terms account charge really considered projectwide tool thats going cause unnecessary delays propose charge sign infinite kindness good hipchat wants simply bill credit card get necessary approvals iain add admin use corporate one thats,1
DM-445,test four algorithms compatibility original measalgorithms,trial run small area sky using single exposure measmosaicdata first create source catalog using old measurementpy run test measurement task sfmpy compare results code ported correctly match,4
DM-446,setup peaklikelihoodflux new algorithm framework,move peaklikehoodflux measbase framework,1
DM-447,setup flux algorithms testing processccd,similar flux algorithms gaussianflux naiveflux unit tests major config options sure something reasonable test least one exception flag,2
DM-449,test flux algorithms agains measalgorithms,test compatibility naiveflux gaussianflux psfflux measalgorithms,2
DM-454,reimplement shapelet psf approximations,cmodel code want transfer hsc currently relies old multishapeletpsf algorithm measextensionsmultishapelet means either need convert psftoshapelets code measextensionsmultishapelet use measbase interface need add new psftoshapelets code measmultifit think latter better choice even delay result heavy algorithmic code already available primitives measmultifit matter packing simple driver creating config class testing real simulated psfs learn reasonable defaults configs,6
DM-460,implement backuprestore css,itd useful way dump restore entire contents keyvalue store zookeeper dump part pretty much dump ascii file,4
DM-461,add classes measurementerror,measurement failures global whole exposure missing psf wcs framework currently distinguish failure single measurement add new subclass measurementerror thrown cases also add configuration option measurement framework determine done type error also add exception class associated howtohandle config problems indicate something gone wrong premeasurement processing nans image,4
DM-463,pixelsflags skycoordalgorithm classification,skycoord moved done python classification also simple done python pixel keys done work left sdssshape done ticket also since two python algorithms base set add exception handling base fail methods time,2
DM-464,add use suspect flag slots slotlike measurements,need fatal suspect flags handle different levels warnings measurement tasks previously included ticket split tickets including,4
DM-466,lsstbuild updates based feedback month use,change lsstbuild interface rename prepare clone use current directory clone remove default repositorypattern isnt complete use current username default build tag prefix dont write manifest default use manifestfilename option instead refuse changeoverwrite repositories theyre dirty use force override create separate version verb productfetcherfetch doesnt need return ref sha read config file within build directory btconfig rename binary versioner use git default fall back generating versions hash default see linked web page mock command line interface,6
DM-468,alias measurementplugins measurementalgorithms,config item old measurement task measurementalgorithms changed measurementplugins measbase creates backward compatibility issue code refers class member jims suggested fix alias plugins algorithms new measurement task,1
DM-470,rework exceptions css python side,rework exceptions csskwinterfacepy split keyvalue related exceptions possibly moving rest deals dbtables client came css review see cssexception feels bit place,1
DM-471,create lsstsim processing example user guide,create worked example software user guide processing raw data obslsstsim example include pointers documents creating multiband raw datasets phosim creating data repository data creating astrometrynetdata repository processing raw files processcdc including isr measurement etc creating catalog measurements visualizing output using existing tools possible work initially limited set data raft ccd start eimages rather raw example elaborated due course,10
DM-472,create ipython notebook visualization lsst demo data,develop ipython notebook illustrate processing results lsst demo used basic tutorial stack howto creating additional visualizations visualization include source catalog possibly also one processed images,4
DM-473,prioritize define backlog summer,dmlt meeting seattle finish backlog prioritization summer cycle definition done epics major stories defined summer rankordered terms priority leadership teem agreement prioritization backlog teams identified execute stories stories labeled accordingly,2
DM-474,document create astrometrynetdata repository,document create astrometrynetdata index files arbitrary astronomical dataset well create repository data support processing lsst stack must possible limit area sky coverage index files appropriate images user wishes process,6
DM-488,make jira notification email useful,hipchatdata management mario juric jbosch ktl ksk could doublecheck got email jira saturday apr issue made reviewers looks like werent notified lim dont recall cant determine would deleted irrevocably simon krughoff get email jim bosch mjuric appears actually fact reviewer buried didnt notice simon krughoff must missed reviewer mario juric thanks gives one two useful data points emails work theyre useless simon krughoff sure useless emails trac important part workflow far notified review responsibility goes maybe volume jira jim bosch yeah though volume jira hasnt bad dont think thats maybe brain get used new email format lim case mostly paying attention rss feed although mailbox serves backup robert lupton one things made gnats good bug tracker emails contained right amount information source code trac pretty good tuned bugzilla always used awful bet fiddle jira make mail useful dont mean filtering sends making sure email self contained long,1
