issuekey,title,description,storypoint
MULE-6441,inconsistent behaviour foreach inside flowvar,index foreach inside flow flowref consistent seems lack atomicity invocation variables causing result jump indexes iteration overwrite invocation variables example payload result sql query arraylistcaseinsensitivehashmap save value row flow variable make always available next operations original project flowref problem comes contained flow accessed flowref invocation variable carrying index iteration also name element saved consistent iteration sometimes idexes jumped also element array tooks time value,5
MULE-6468,messages generated escaped returned client http response,currently send following http request code get unionstationensform http accept acceptlanguage enus uacpu useragent mozilla compatible msie windows net clr host stagingunionstationoptuminsightcom authorization scriptalertscript pragma nocache referer xscanmemo categoryaudit functioncreatestaterequestfromattackdefinition sidcfbdfcbeeae psiddadbdebbefcf sessiontypeauditattack crawltypenone attacktypeheaderparammanipulation originatingengineide ddccedefd attacksequence attackparamdescauthorization attackparamindex attackparamsubindex checkidnull enginecrosssitescripting retryfalse smartmodenonserverspecificonly attackstringcscriptealertcfscripte attackstringpropsattack connection keepalive cookie customcookiewebinspectzxbdfdbfbcfyaf unitedhealth group report date vulnerability legacy code receive following response code http forbidden date thu sep gmt server mule core xmuleencoding utf wwwauthenticate basic realmxfiles contenttype textplain charsetutf contentlength connection close http basic filter doesnt know handle header scriptalertscript message payload type string code containing potential malicious javascript code browser run anytime message returned client inputs parsed prevent kind problems,8
MULE-6471,default exception strategy called,following flow codexml flow namestoreuser docnamestoreuser exchangepatternrequestresponse hostlocalhost port pathsave docnamehttp objectstorestore configrefobjectstore keyjsonuser valuerefpayload docnamestoring user async docnameasync scriptingcomponent docnamegroovy scriptingscript enginegroovy scriptingtextcdatathreadsleepscriptingtext scriptingscript scriptingcomponent vmoutboundendpoint exchangepatternoneway addressvmsendmail docnamevm async trackingcustomevent eventnamestored user docnamestored user info trackingmetadata keyuser valuejsonuser trackingcustomevent catchexceptionstrategy setpayload valuestring could store user docnamean exception ocurred catchexceptionstrategy flow code post invalid json return could store user however codexml flow namestoreuser docnamestoreuser exchangepatternrequestresponse hostlocalhost port pathsave docnamehttp objectstorestore configrefobjectstore keyjsonuser valuerefpayload docnamestoring user async docnameasync scriptingcomponent docnamegroovy scriptingscript enginegroovy scriptingtextcdatathreadsleepscriptingtext scriptingscript scriptingcomponent vmoutboundendpoint exchangepatternoneway addressvmsendmail docnamevm async trackingcustomevent eventnamestored user docnamestored user info trackingmetadata keyuser valuejsonuser trackingcustomevent defaultexceptionstrategy setpayload valuestring could store user docnamean exception ocurred defaultexceptionstrategy flow code exception handled,1
MULE-6501,xslttransformer forcefully evaluate expressions contextproperty strings,arbitrary limitation prevents passing dom nodes xsl parameters comes fact xsl transformer uses deprecated parse method codejava protected object evaluatetransformparameterstring key object value mulemessage message throws transformerexception value instanceof string return mulecontextgetexpressionmanagerparsevaluetostring message return value code,8
MULE-6512,mulemessageto shouldnt use simpledateformat,use jodatimes datetimeformatter since threadsafe use one static instance faster creating new one time,2
MULE-6566,per app classloader clean native libraries classloader redeploy,case example sap application mule libraries jco jco native lib sap transport lib applications lib directory redeploy jvm aborts error invalid memory access location xfcd eipxfcd problem seems native library wasnt properly unloaded jco jar tries load jvm aborts execution,5
MULE-6604,upgrade jackson,version works deprecated methods need upgrade,1
MULE-6628,able replace logj another logging implementation,says section titled dont want use logj logj jar removed long slfj wired another logging implementation removing logj jar results wrappermanager error error wrapperlistenerstart callback javalangnoclassdeffounderror orgapachelogjspirepositoryselector wrappermanager error javalangnoclassdeffounderror orgapachelogjspirepositoryselector wrappermanager error javalangclassgetdeclaredconstructorsnative method wrappermanager error javalangclassprivategetdeclaredconstructorsclassjava wrappermanager error javalangclassgetconstructorclassjava wrappermanager error javalangclassgetconstructorclassjava wrappermanager error orgmulemodulerebootmulecontainerwrapperstartmulecontainerwrapperjava wrappermanager error orgtanukisoftwarewrapperwrappermanagerrunwrappermanagerjava wrappermanager error caused javalangclassnotfoundexception orgapachelogjspirepositoryselector wrappermanager error javaneturlclassloaderrunurlclassloaderjava wrappermanager error javasecurityaccesscontrollerdoprivilegednative method wrappermanager error javaneturlclassloaderfindclassurlclassloaderjava wrappermanager error javalangclassloaderloadclassclassloaderjava wrappermanager error javalangclassloaderloadclassclassloaderjava wrappermanager error due patch done fix mule causes mulecontainer direct reference logjs repositoryselector simply moving reference call setrepositoryselector class accessed via static reference solve problem,5
MULE-6642,rest document resource definition,,8
MULE-6645,rest swagger definition generation,,8
MULE-6646,rest browsable web generation,,5
MULE-6647,remove examples except new hello world existing loan broker esb standalone distribution,packaged examples modified per following plan requires following additional work creation two new identified examples modification target examples use latest features beyond specifics identified spreadsheet includes adding instudio documentation examples modification documentation target examples removal examples tagged archive studio modification docs reflect archived examples section placement examples git tagging active versus archived esb standalone distribution point view remove examples except new hello world existing loan broker,5
MULE-6649,addition sql server list databases studio jdbc connector configuration window esb work,today show mysql derby oracle however sql rdbmss large footprints add two databases set shows jdbc connectors configuration screen,3
MULE-6657,nio websocket completion,mule esb user would like able turn use nio stack deployproperties toggle mule esb user would like able use new websocket components within flows,8
MULE-6659,testing mule pairing registry,mule user would like configure mule instance paired registry account registry key may able manage esb instances endpoints registry user configure registry key registry account esb instance http endpoints apps deployed esb instance manageable paired registry instance detailed specs described,3
MULE-6661,testing mule dynamic lookup registry,mule user would like use dynamic lookup component within flows detailed specs defined,1
MULE-6673,update spring version used mule,update version spring using,5
MULE-6699,intercepting generating message processor path,currently breaking debugger since executes intercepting executed,5
MULE-6700,mulecommon dependency fixed version,fixed version rather snapshot mulecommon snapshot well,1
MULE-6710,rest representations definition,multiple representation support apikit,8
MULE-6711,apikit example application,create example application showcase apikit functionality,8
MULE-6713,github migration,svn repo migration github bamboo plans update,8
MULE-6814,apikit rest controller resource,rest controller resource,8
MULE-6815,apikit tech debt,apikit tech debt,3
MULE-6714,deprecate services anything else,deprecate services anything else,5
MULE-6718,setting basic authorization filter authorizations headers set request exception thrown request browser add keys,setting basic authorization filter authorizations headers set request exception thrown request browser add keys steps reproduce deploy app mule instance browser expected popup requesting authentication appear actual response registered authentication set orgmuletransport security context session authentication denied endpoint message payload type string,5
MULE-6723,restarting mule app cause loss jms messages even using transactions,start local activemq instance listening port queues deploy transactionaljmszip wait messages put queue restart mule app expected messages copied queue queue actual messages lost,3
MULE-6732,transport generates everlasting temporary files,multipart upload may create temporary file remain disk drive file deleted outputstream closed deleteonexit flag would effective neverclosing applications eventually leads javaioioexception space left device location file created may seen,5
MULE-6745,update licensetxt party list,developer want able read accurate content licensetxt file bundled mule esb standalone,3
MULE-6746,fix site build,javadoc generation failing check log,5
MULE-6749,replytohandlers work dynamic outbound endpoints,replytohandler case ajax ajaxreplytohandler depends messagesourceuri actually send message back caller dynamic outbound endpoint introduced middle replaces events messagesourceuri breaks replyto see following flow modified version order processing example shipped studio code flow nameorderproxy docnameorderproxy ajaxinboundendpoint channelorderssoap responsetimeout connectorrefajaxserver docnameorderssoap outboundendpoint exchangepatternrequestresponse address connectorref docnamegeneric objecttostringtransformer docnameobject string flow code produces following error code timestampwed mar gmtiddatachannelorderssoapclientidklcwpzdrfsvppi javalangreflectinvocationtargetexception sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgmortbaycometdbayeuxservicedoinvokebayeuxservicejava orgmortbaycometdbayeuxserviceinvokebayeuxservicejava orgmortbaycometdbayeuxserviceaccessbayeuxservicejava orgmortbaycometdbayeuxserviceasynclistendeliverbayeuxservicejava orgmortbaycometdclientimplnotifymessagelistenerclientimpljava orgmortbaycometdclientimpldodeliveryclientimpljava orgmortbaycometdchannelimpldelivertosubscriberchannelimpljava orgmortbaycometdchannelimpldodeliverychannelimpljava orgmortbaycometdchannelimpldodeliverychannelimpljava orgmortbaycometdchannelimpldodeliverychannelimpljava orgmortbaycometdabstractbayeuxpublishhandlerhandleabstractbayeuxjava orgmortbaycometdabstractbayeuxhandleabstractbayeuxjava orgmortbaycometdcontinuationcontinuationcometdservletservicecontinuationcometdservletjava orgmuletransportajaxcontainermuleajaxservletservicemuleajaxservletjava orgmortbaycometdabstractcometdservletserviceabstractcometdservletjava orgmortbayjettyservletservletholderhandleservletholderjava orgmortbayjettyservletservlethandlerhandleservlethandlerjava orgmortbayjettyhandlercontexthandlerhandlecontexthandlerjava orgmortbayjettyhandlercontexthandlercollectionhandlecontexthandlercollectionjava orgmortbayjettyhandlerhandlerwrapperhandlehandlerwrapperjava orgmortbayjettyserverhandleserverjava orgmortbayjetty orgmortbayjetty orgmortbayjetty orgmortbayjetty orgmortbayjetty orgmortbayionioselectchannelendpointrunselectchannelendpointjava orgmortbaythreadqueuedthreadpoolpoolthreadrunqueuedthreadpooljava caused orgmuleapimessagingexception endpoint scheme must compatible connector scheme connector ajax endpoint javalangillegalargumentexception message payload type string orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessornotificationexecutioninterceptorexecutemessageprocessornotificationexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorchaindefaultmessageprocessorchaindoprocessdefaultmessageprocessorchainjava orgmuleprocessorchainabstractmessageprocessorchainprocessabstractmessageprocessorchainjava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorabstractinterceptingmessageprocessorbaseprocessnextabstractinterceptingmessageprocessorbasejava orgmuleprocessorasyncinterceptingmessageprocessorprocessasyncinterceptingmessageprocessorjava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessornotificationexecutioninterceptorexecutemessageprocessornotificationexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorchaindefaultmessageprocessorchaindoprocessdefaultmessageprocessorchainjava orgmuleprocessorchainabstractmessageprocessorchainprocessabstractmessageprocessorchainjava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorabstractinterceptingmessageprocessorbaseprocessnextabstractinterceptingmessageprocessorbasejava orgmuleinterceptorabstractenvelopeinterceptorprocessabstractenvelopeinterceptorjava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessornotificationexecutioninterceptorexecutemessageprocessornotificationexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorabstractinterceptingmessageprocessorbaseprocessnextabstractinterceptingmessageprocessorbasejava orgmuleprocessorabstractfilteringmessageprocessorprocessabstractfilteringmessageprocessorjava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessornotificationexecutioninterceptorexecutemessageprocessornotificationexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorabstractinterceptingmessageprocessorbaseprocessnextabstractinterceptingmessageprocessorbasejava orgmuleconstructabstractpipelineprocessabstractpipelinejava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessornotificationexecutioninterceptorexecutemessageprocessornotificationexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorchaindefaultmessageprocessorchaindoprocessdefaultmessageprocessorchainjava orgmuleprocessorchainabstractmessageprocessorchainprocessabstractmessageprocessorchainjava orgmuleprocessorchaininterceptingchainlifecyclewrapperdoprocessinterceptingchainlifecyclewrapperjava orgmuleprocessorchainabstractmessageprocessorchainprocessabstractmessageprocessorchainjava orgmuleprocessorchaininterceptingchainlifecyclewrapperaccessinterceptingchainlifecyclewrapperjava orgmuleprocessorchaininterceptingchainlifecyclewrapperprocessinterceptingchainlifecyclewrapperjava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessornotificationexecutioninterceptorexecutemessageprocessornotificationexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorchaininterceptingchainlifecyclewrapperprocessinterceptingchainlifecyclewrapperjava orgmuleconstructabstractpipelineprocessabstractpipelinejava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessornotificationexecutioninterceptorexecutemessageprocessornotificationexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorchaindefaultmessageprocessorchaindoprocessdefaultmessageprocessorchainjava orgmuleprocessorchainabstractmessageprocessorchainprocessabstractmessageprocessorchainjava orgmuleprocessorchaininterceptingchainlifecyclewrapperdoprocessinterceptingchainlifecyclewrapperjava orgmuleprocessorchainabstractmessageprocessorchainprocessabstractmessageprocessorchainjava orgmuleprocessorchaininterceptingchainlifecyclewrapperaccessinterceptingchainlifecyclewrapperjava orgmuleprocessorchaininterceptingchainlifecyclewrapperprocessinterceptingchainlifecyclewrapperjava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessornotificationexecutioninterceptorexecutemessageprocessornotificationexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorchaininterceptingchainlifecyclewrapperprocessinterceptingchainlifecyclewrapperjava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessornotificationexecutioninterceptorexecutemessageprocessornotificationexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorchainsimplemessageprocessorchaindoprocesssimplemessageprocessorchainjava orgmuleprocessorchainabstractmessageprocessorchainprocessabstractmessageprocessorchainjava orgmuleprocessorchaininterceptingchainlifecyclewrapperdoprocessinterceptingchainlifecyclewrapperjava orgmuleprocessorchainabstractmessageprocessorchainprocessabstractmessageprocessorchainjava orgmuleprocessorchaininterceptingchainlifecyclewrapperaccessinterceptingchainlifecyclewrapperjava orgmuleprocessorchaininterceptingchainlifecyclewrapperprocessinterceptingchainlifecyclewrapperjava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava orgmuleexecutionmessageprocessornotificationexecutioninterceptorexecutemessageprocessornotificationexecutioninterceptorjava orgmuleexecutionmessageprocessorexecutiontemplateexecutemessageprocessorexecutiontemplatejava orgmuleprocessorchaininterceptingchainlifecyclewrapperprocessinterceptingchainlifecyclewrapperjava orgmuletransportabstractmessagereceiverroutemessageabstractmessagereceiverjava orgmuletransportabstractmessagereceiverroutemessageabstractmessagereceiverjava orgmuletransportabstractmessagereceiverroutemessageabstractmessagereceiverjava orgmuletransportabstractmessagereceiverroutemessageabstractmessagereceiverjava orgmuletransportajaxajaxmessagereceiverreceiverservicerouteajaxmessagereceiverjava caused javalangillegalargumentexception endpoint scheme must compatible connector scheme connector ajax endpoint orgmuleendpointabstractendpointbuilderdobuildoutboundendpointabstractendpointbuilderjava orgmuleendpointabstractendpointbuilderbuildoutboundendpointabstractendpointbuilderjava commulesofthabitatagentendpointanypointenabledendpointfactorygetoutboundendpointanypointenabledendpointfactoryjava orgmuletransportajaxajaxreplytohandlerprocessreplytoajaxreplytohandlerjava orgmuleroutingrequestreplyabstractreplytopropertyrequestreplyreplierprocessreplytoabstractreplytopropertyrequestreplyreplierjava orgmuleroutingrequestreplyabstractreplytopropertyrequestreplyreplierprocessabstractreplytopropertyrequestreplyreplierjava orgmuleexecutionexceptiontomessagingexceptionexecutioninterceptorexecuteexceptiontomessagingexceptionexecutioninterceptorjava code,8
MULE-6759,http dispatcher thread leak,leak http message dispatcher threads steps reproduce copy hello example app mulehomeapps folder start mule send request remove hello example apps anchor file wait app undeployed obtain thread dump mule process expected result hello app related threads list live threads actual result two one named xxxprocessingtimemonitor related mule one named created previous point executed number threads increased every time repeat deployexerciseundeploy steps note named using name application something like hello,5
MULE-6760,processorchain subflows intercepting shouldnt,currently processorchain sublflows intercepting affects debugger notifications generated wrong,5
MULE-6765,chaining one http outbound endpoint use http method first one,config file follows code flow methodget methodpost methodget flow code second outboundendpoint always get input payload type takes value,13
MULE-6788,upgrade cxf,upgrade cxf get latest security patches,5
MULE-6789,nullpointerexception jms reconnect attempt,configure enabled connector jms broker jms broker goes following exception get thrown code debug muleserver orgmuleretrynotifiersconnectnotifier javalangnullpointerexception orgmuletransportabstractpollingmessagereceiverscheduleabstractpollingmessagereceiverjava orgmuletransportabstractpollingmessagereceiverdostartabstractpollingmessagereceiverjava orgmuletransporttransactedpollingmessagereceiverdostarttransactedpollingmessagereceiverjava orgmuletransportabstracttransportmessagehandlerontransitionabstracttransportmessagehandlerjava orgmulelifecycleabstractlifecyclemanagerinvokephaseabstractlifecyclemanagerjava orgmuletransportconnectablelifecyclemanagerfirestartphaseconnectablelifecyclemanagerjava orgmuletransportabstracttransportmessagehandlerstartabstracttransportmessagehandlerjava orgmuletransportabstractconnectordoworkabstractconnectorjava orgmuleretrypoliciesabstractpolicytemplateexecuteabstractpolicytemplatejava commulesoftmuleretryasyncretryworkerrunretryworkerjava orgmuleworkworkercontextrunworkercontextjava eduemorymathcsbackportjavautilconcurrentthreadpoolexecutorrunworkerthreadpoolexecutorjava eduemorymathcsbackportjavautilconcurrentthreadpoolexecutorworkerrunthreadpoolexecutorjava javalangthreadrunthreadjava code step reproduce run attached config tear activemq broker start,8
MULE-6796,allow mel expressions cxfproperty cxfwsconfig,would nice able use mel expressions values properties wsconfig set properties based upon message processed,3
MULE-7001,write initial draft shared ports spec,number critical users requests able deploy multiple apps mule instance using ipport endpoint story analysis identify possible solutions addressing problem space,8
MULE-6800,thread leak mule redeployments embedded,mule running embedded container redeploying application thread still lives previous deployment gets created new one mulelogslfjrefhandler steps reproduce deploy mule embedded app tomcat bookstoreadminwar examples instance check thread count look mentioned thread redeploy app check thread count gone threads called mulelogslfjrefhandler,5
MULE-6826,fix flaky unit test datetimetestcase,datetimetestcase many test flaky depend current system time example code test public void seconds assertequalscalendargetinstancetimezonegettimezoneutcgetcalendarsecond nowgetseconds code problem two different calls obtain current second could obtain different values time time problem exist many tests checking minutes hours days weeks etc less probable fail still flaky theory,1
MULE-6829,cxfoperation wrong using proxyclient soap request,processing soap request orgapachecxfbindingsoapinterceptorsoapactionininterceptor looks soap action soapmessagegetmessageprotocolheadersgetsoapbindingconstantssoapaction mule doesnt set beforehand cxf doesnt find problem soapactionininterceptor fail set bindingoperationinfo request thus staxdatabindinginterceptor know bindingoperationinfo use picks first one list probably wrong bam executing wrong operation processing soap requests much prevalent doesnt problem,5
MULE-6831,applications deleted deployment fails,mule starts application fails deploy zip apps folder deleted reproduce copy attached app apps folder start mule app deployed failure app zip folder deleted seconds default,8
MULE-6843,move oauth devkit esb,move generated devkit code esb expose interface devkit use improve user experience trying configure oauth connector,13
MULE-6844,connector autopaging,see require initeration investigation,5
MULE-6845,define polling watermarks,right poll needs deal updated objects use watermarks approach filter elements already processed way right implement logic manually forces user deal object stores default values repeated logic dev time dependencies etc story container features required watermark,3
MULE-6846,define filter split aggregate route record level data strategy,basic requirements,5
MULE-6849,replytodestination properly configured scenarios,replytoparameterprocessor used move replytodestination info message event always invoked processing occurs causes message processed inside flow sent back client,8
MULE-6852,default object store untilsuccessful,untilsuccessful needs configured objectstore default works box easily,3
MULE-6858,filenamewildcard filter fails sftp,mule modified scope originalfilename property originally stored outbound scope changed inbound filename wildcard filter also changed read property inbound scope however sftp transport still storing property outbound scope making filter work incorrectly processing file processed mentioned changes file transport storing property inbound outbound ftp storing inbound sftp outbound,2
MULE-6861,watermark binding object store items flow variables,watermarking right poll needs deal updated objects use watermarks approach filter elements already processed watermarks require value persisted across flow invocations typically value default first time used used part query outbound request based flow processes results value may updated done using several steps fetch value form persistent object store save flow variable refer flow variable query outbound request update variable based either watermark date query per record watermark highest object end processing persist value persistent object store pattern common synchronisation flows enough common deserve better support make easier box add new optional parameter poll provide watermarking variable persistence box watermark example codexml flow namepollsalesforce poll frequencym watermark keylastmodifieddate defaultexpressionlastyear objectstorerefmyos sfdcsearch queryselect idname account lastmodifieddate flowvarslastmodifieddate foreach setvariable nameaccountlastmodified valuemaxpayloadlastmodifieddate flowvarsaccountlastmodified foreach flow code watermark properties variable required attribute signals object store key used store watermark also name flowvar value exposed user defaultexpression required case key cant found object store default expression used generate value useful first run flow updateexpression optional result expression used update watermark execution finished defaults value variable parameter objectstoreref optional reference object store wish use store watermarks provided default user object store used watermark behaviour bound poll bound synchronous flows execution must fail executed goes configured object store looking value given key found value exposed flowvar using key value found key object store defaultexpression executed value exposed flowvar watermark also fire notification interceptable event tracking module underlaying tracking event enriched watermark value message processors executed flow correctly executed watermark updated updating object store another notification fired event tracking system new value also recorded intercepted processors throw exceptions watermark updated since watermark stored object store user always use exception strategy put custom value case failure case watermark value serializable fail store watermark object store,5
MULE-6864,sftp jsch issue java kerberos,known issue jsch running java connecting server kerberos enabled trying connect server request password manually entered issue described following page setting preferredauthentications property publickeypasswordkeyboardinteractive sftpclient solves problem,3
MULE-6866,upgrade groovy,upgrade mules groovy dependency groovy,8
MULE-6896,ability handle record level errors foreach,user want catch exceptions record level foreachbatch element continue processing put individual records dlq,8
MULE-6872,poll,studio want able start stop execute polls via api,8
MULE-6873,aggregator improvements,possible use mulemessage collection possible use multiple aggregators tbd detail pablo,8
MULE-6889,concurrent modification exception using async message proccessor inside foreach,getting usual iapps get collection elements want process element asynchronously reason using foreach message processor inside throw async flowref flow process element problem seems bug randomly lets say throws javautilconcurrentmodificationexception see log output exception thrown async copying event create new one fire new thread exact error located defaultmuleeventjava says messagegetinvocationpropertynames guess happening creating new event copy saving kind reference maps instead creating new ones new flow var created process item flow async still firing new thread means copy new events getting mixed crash attached simple studio based project reproduce bug run app see exception console see following log tenant merlo running waiting dont see exception please turn run app said doesnt happen times,2
MULE-6894,split collection processor,spec tbd,8
MULE-6898,create mule api inject poll different scheduler,poll elements single scheduler strategy uses sheduledwithfixdelay want users able determine different scheduler strategy part story mule,5
MULE-6899,provide api stopstart execute schedulers,need external systems able stopstart execute schedulers given time,2
MULE-6900,change poll schema accept scheduler strategy,new poll schema accept scheduler strategies poll schedulerssimple frequency poll,5
MULE-6903,untilsuccessful doesnt correctly validate payload serializable,ensuring message payload serializable validation property done message defaultmulemessage payload isnt consumable,1
MULE-6906,add utility methods execute flows functionaltestcase,right functionaltestcase provides one testflow method doest really fit use cases functionaltestcase could improve adding runflow family methods devkit generates archetyping cloudconnector would better user testing applications would also help effort moving code devkit mule,1
MULE-6918,add dynamic round robin routing support,related mule support dynamic router implemented first successful strategies new strategy added round robin new dynamicroundrobin round robin routes dispatch message maintaining state keep track next message processor needs processed state maintained based route resolver identifier goal behind keep track iteration configuration router default assume route resolver state implement identifiabledynamicrouteresolver interface extends dynamicrouteresolver,5
MULE-6920,race condition startup mule context,start mulecontexts two threads parallel might run race condition startup mule verifies jdk version reads supported jdk versions manifestmf file threadsafe one mule context fail start thinks null supported jdks workaround synchronize starts two mule contexts externally,1
MULE-6954,merge changes asr dynamic round robin,merge pull request eva needed asr,1
MULE-6956,watermark unable access default user object store instance,steps flow code poll frequency docnamepoll watermark variablewatermarkkey defaultexpressioninitialized updateexpressionpayload poll code watermark access default user object store,1
MULE-6959,race condition creating mvelexpressionlanguage instances,constructor mvelexpressionlanguage updating expression language configured defaultexpressionmanager creates reace condition one instance created multiple threads using expression manager cases threads get npe problem using data mapper extend mvelexpressionlanguage second problem mvelexpressionlanguage constructor setting expression language component expression language use app continue expression language original mvel,5
MULE-6960,allow poll execution properties,mule provide api execute polls inbound properties,5
