issuekey,title,description,storypoint
CLOV-964,testsources work ant groovyc task,since testsourceset serializable doesnt work antgroovyc noformatclover failed integrate groovycjavaionotserializableexception comcenquaclovertaskstestsourceset javaioobjectoutputstreamwriteobjectobjectoutputstreamjava javaioobjectoutputstreamwriteobjectobjectoutputstreamjava javautilarraylistwriteobjectarraylistjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava javaioobjectstreamclassinvokewriteobjectobjectstreamclassjava javaioobjectoutputstreamwriteobjectobjectoutputstreamjava comatlassiancloverinstrjavainstrumentationconfigsavetofileinstrumentationconfigjava comatlassiancloverantgroovygroovycsupportnewconfigdirgroovycsupportjava comatlassiancloverantgroovygroovycsupportaugmentcompilationclasspathgroovycsupportjava comatlassiancloverantgroovygroovycsupporttaskstartedgroovycsupportjava orgapachetoolsantprojectfiretaskstartedprojectjavanoformat,1
CLOV-977,clovers embedding gson brings assemblydescriptorxml cloverjar causes problems ejbdoclet others,see support case forum post solution simply exclude file building cloverjar,1
CLOV-987,cannot select contexts idea,select either filter button coverage panel via project settings either way get clover setting dialog select tab contexts check checkboxes catch bosy property methods boxes become checked apply button remains disabled main issue add new custom context apply button enabled click apply check boxes reset back unset state custom context remains,1
CLOV-991,ternary clauses never executed still get coverage,dont know disoverable following example work ternary statement test public void testternarystatement ternarystatementtrue public static void ternarystatementboolean bool string value bool true false systemoutprintlnvalue mark entire ternary statement covered false branch fact never triggered since clover primarily coverage tool marked issue major,2
CLOV-1007,clovercheck fails negative coverage class instrument,happens either java class found instrumentation excluded clover reports negative coverage mind correct strictly speaking java class tested coverage relevant coverage value guess means check,1
CLOV-1011,coverage data showing intellij,ive got dev build clov worked intellij since upgraded neither latest public rev vdev dev version plugin clov works projects view looks like code instrumented run test coverage information displayed explicitly update clover database nothing updated test runs view behaves never ran test,1
CLOV-1015,test optimization says tests run tests run anyway,recently upgraded maven builds use maven surefire plugin version builds run cloveroptimized say tests run run tests anyway upshot optimized test runs taking hour versus minutes tests correctly optimized away section log file shows problem noformat shell dba mvn ppersonalunittestscloveroptimize djavaawtheadlesstrue offline dforkmodeonce dmavendownloadmetersilent dskipassembly dmaventestfailureignoretrue dmaventestredirecttestoutputtofilefalse dmavencloverlicenselocationprodinfolocalbamboohomecloverlicense dcloverpluginversion dcloverversion install cloveraggregate cloverclover info note maven executing offline mode artifacts already local repository inaccessible info scanning projects warning profile personal activated warning profile unittests activated info info building dba info tasksegment install info info cloversetup execution clover info clover instrumentation done source files usersmhusbyworkareadbasrcmainjava matching sources files found info clover instrumentation done source files usersmhusbyworkareadbasrctestjava matching sources files found warning using squidconfigurationjarsnapshot built fri jul edt even though clovered version exists older lastmodified fri jul edt could fail build please consider running clover dependencys project info resourcesresources execution defaultresources warning using platform encoding macroman actually copy filtered resources build platform dependent info copying resources info copying resource info compilercompile execution defaultcompile info nothing compile classes date info resourcestestresources execution defaulttestresources warning using platform encoding macroman actually copy filtered resources build platform dependent info copying resources info compilertestcompile execution defaulttestcompile info nothing compile classes date info cloveroptimize execution clover info adding fileset directoryusersmhusbyworkareadbatargetcloversrctestinstrumented includestests test test qxjshouldnevermatchaclass excludestestcase testservlet abstract formmoduletests xml info clover estimates saved around seconds optimized test run full test run takes approx seconds info clover included test classes run total test classes info surefiretest execution defaulttest info surefire report directory usersmhusbyworkareadbatargetsurefirereports running edumitbroadprodinfodbablobdeftest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbalongdeftest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbaexceptionwrappertest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbadoubledeftest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbacachemaptest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbaourdbstest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbavarraydeftest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbavarrayformattertest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbarowdeftest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbabigdecimaldeftest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbadoubleformattertest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbadateformattertest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbalongformattertest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbaclobdeftest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbadbtest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbadataiteratortest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbaproceduredeftest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbavarraylisttest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbadbpooltest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbastringdeftest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbadatadefiteratortest tests run failures errors skipped time elapsed sec running edumitbroadprodinfodbarowtest tests run failures errors skipped time elapsed sec results tests run failures errors skipped info cloversnapshot execution clover info span specified using span info saving snapshot usersmhusbycloversquiddbacloversnapshot info clover version built may build info loaded usersmhusbymrepositorycomcenquacloverclovercloverjar info clover academic license registered broadmit institute info updating snapshot usersmhusbycloversquiddbacloversnapshot clover database usersmhusbyworkareadbatargetclovercloverdb noformat,5
CLOV-1018,cant use google app engine run configuration idea clover plugin installed,trying start gae run configuration idea compilation web artifact built process simply fails start errors uninstalled plugin process starts correctly also attempted create plain java application run configuration start process instead also fails issue gae libraries pulled module libraries via maven pom sure linked definitely seems problem run configurations main java class run located external library rather part project codebase ive checked idea logs errors thrown plain java application run configuration following settings main class comgoogleappenginetoolsdevelopmentdevappservermain parameters dappenginesdkrootsdkroot javaagentsdkrootlibagentappengineagentjar program parameters disableupdatecheck warfilelocation working directory sdkroot,2
CLOV-1025,log actual percentage coverage instead coverage check passed,clover logs minimum percentage checking coverage database actual percentage coverage check passed please add logging order help know safe bump threshold higher,1
CLOV-1056,idea error turning clover coverage,error dispatching javaawteventmouseeventmouseclickedabsolutebuttonmodifiersbuttonclickcount frame javalangnullpointerexception clovernetsfjtreemapswingjtreemapzoomsetnewdimensionjtreemapjava clovernetsfjtreemapswingjtreemapzoomexecutejtreemapjava clovernetsfjtreemapswingjtreemapzoomjtreemapjava clovernetsfjtreemapswingjtreemaphandlemouseclickmouseclickedjtreemapjava javaawtawteventmulticastermouseclickedawteventmulticasterjava javaawtawteventmulticastermouseclickedawteventmulticasterjava javaawtcomponentprocessmouseeventcomponentjava javaxswingjcomponentprocessmouseeventjcomponentjava javaawtcomponentprocesseventcomponentjava javaawtcontainerprocesseventcontainerjava javaawtcomponentdispatcheventimplcomponentjava javaawtcontainerdispatcheventimplcontainerjava javaawtcomponentdispatcheventcomponentjava javaawtlightweightdispatcherretargetmouseeventcontainerjava javaawtlightweightdispatcherprocessmouseeventcontainerjava javaawtlightweightdispatcherdispatcheventcontainerjava javaawtcontainerdispatcheventimplcontainerjava javaawtwindowdispatcheventimplwindowjava javaawtcomponentdispatcheventcomponentjava javaawteventqueuedispatcheventimpleventqueuejava javaawteventqueueaccesseventqueuejava javaawteventqueueruneventqueuejava javaawteventqueueruneventqueuejava javasecurityaccesscontrollerdoprivilegednative method javasecurityprotectiondomaindointersectionprivilegeprotectiondomainjava javasecurityprotectiondomaindointersectionprivilegeprotectiondomainjava javaawteventqueueruneventqueuejava javaawteventqueueruneventqueuejava javasecurityaccesscontrollerdoprivilegednative method javasecurityprotectiondomaindointersectionprivilegeprotectiondomainjava javaawteventqueuedispatcheventeventqueuejava comintellijideideeventqueueeideeventqueuejava comintellijideideeventqueuedispatcheventideeventqueuejava comintellijideideeventqueuebideeventqueuejava comintellijideideeventqueuedispatcheventideeventqueuejava javaawteventdispatchthreadpumponeeventforfilterseventdispatchthreadjava javaawteventdispatchthreadpumpeventsforfiltereventdispatchthreadjava javaawteventdispatchthreadpumpeventsforhierarchyeventdispatchthreadjava javaawteventdispatchthreadpumpeventseventdispatchthreadjava javaawteventdispatchthreadpumpeventseventdispatchthreadjava javaawteventdispatchthreadruneventdispatchthreadjava,2
