issuekey,title,description,storypoint
XD-93,normalize refactor component packaging decomposition,normalize refactor needed functionality currently included springintegrationcore localchannelregistry springintegrationmodule module types upon flow built xdmodule depend module types common dirt spring integration springintegrationflow flow specific types namespace support etc,5
XD-94,document ability use flows streams,test document http flow flow file,3
XD-95,ability override default module path plugin individual flow,currently modules assumed classpathmetainfspringintegrationmoduleflowxml reuse modules defined dirt may require flexibility intflowflow rootpathfiledirtmodule,3
XD-96,ability import beans referenced main context module,core feature spring based module plugin able import explicitly referenced beans minimizes potential side effects making module child context simpler declaring shared context parent application module provide namespace support flow,3
XD-97,ability route within streams,flow processor component may require routing semantics currently stream assumes single input output module flow may support multiple outputs switch routing recipient list currently supported another subtask need support semantics like outputfoocoutputbarddefaulte,8
XD-98,documentation module system contribute new modules,people familiar springspring integration provide documents show add additional input sourcessinks,3
XD-99,sonar build failing,caused javalangclassnotfoundexception orgsonarapiplugin orgcodehausplexusclassworldsstrategyselffirststrategyloadclassselffirststrategyjava orgcodehausplexusclassworldsrealmclassrealmloadclassclassrealmjava orgcodehausplexusclassworldsrealmclassrealmloadclassclassrealmjava,1
XD-100,rename tuple class springxdtuple,tuple classes reactor follow traditional data structure concept tuples immutable fixed length sequence values value different types ordered often access index example static language tuple class found net scala using standard definition tuple support named values also different tuple class instance length tuplett tuplettt tuple class like record named tuple python named tuple concept shows languages use term record named tuple haskell standard ocaml boiling avoid conflicts names also open possibility using reactor tuples keys instead strings names change name either namedtuple record atm direct relationship reactors tuple namedtuple inheritance probably record way,2
XD-102,create xdcontainer class start stream server,provide optional command line arg embed container launcher aka xdadmin server xdcontainersh embeddadmin,1
XD-103,create xdadmin server start container launcher,launch rediscontainerlauncher future able select variety middleware options,1
XD-104,add readme included root directory distribution,explain basic layout distribution,1
XD-105,add license included root directory distribution,contain apache licence,1
XD-106,container server log message started stopped successfully,xdcontainer processing module module namefile typesink group tailtest index processing module module nametail typesource group tailtest index logging processing module log level time,1
XD-107,clean shutdown redis xdadmin,ctrlc xdadmin results exception messages disconnecting redis error taskscheduler handlerlogginghandler orgspringframeworkdataredisredissystemexception redis command interrupted nested exception comlambdaworksredisrediscommandinterruptedexception command interrupted,2
XD-108,build script package springxddirt scripts,packaging separate scripts start xdadmin xdcontainer gradle application plugin generate unwanted springxddirt scripts removed bin directory creating distribution zip,1
XD-110,remove use system property xdhome define location install location rely environment variable xdhome,adminmain containermain get environment property directly java code unless provided explicitly command line using xdhomedir,1
XD-111,create final distribution zip across multiple projects,final directory structure look like installdirxd installdirredis installdirgemfire inside directory xdbin xdcontainer xdadmin scripts xdlib inside gemfire directory gemfirebin gemfireserver script gemfirelib inside redis directory redisredislatestvxyztar redisreadme readisinstallredis script basic commands install redis gradle task runs distzip task take contents different project directories script diretories redisbinary directories creates final layout distribution,5
XD-114,add install script redis,assumes redis source tar available rootdirredisredistargz install script following check platform arch unzip tar compile sources,2
XD-115,add spel transform processor,provide expression param spel default passthru payload,1
XD-116,add spel filter processor,provide expression param spel default value true accept everything,1
XD-117,add springintegrationgroovy container dependencies,enable use groovy scripts within modules,1
XD-118,replace testsource time testsink log,facilitate testing avoiding class dependencies also log generally useful sink time interesting source testing accept interval seconds time messages,1
XD-119,hdfs sink default hdfslocalhost,current default hdfslocalhost new distributionsinstalls use,1
XD-122,scripts need springintegration milestone versions updated,springintegration version changed since manually create scripts still point buildsnapshot version discussed also need better strategy updating lib directory inside scripts,2
XD-123,scripts lib path needs dynamic,currently manually created scripts makes difficult maintain lib path error prone changes need make sure properties lib path etc dynamically updated,3
XD-124,clean shutdown redis xdcontainer,need shutdown cleanly exception messages shown order components stream shut first last opposite creation,2
XD-126,documentation sources sinks modules define attributes required optional,eventually supplied admin server write hand documentation,2
XD-127,create tcp source module,based tcp inbound adapter allow event forwarding select among existing serializeddeserializer options,3
XD-128,create tcp sink module,based tcp inbound adapter allow event fowarding,3
XD-132,profile support modules,allow groups beans defined container runs module deploying stream via rest api possible also provide profile names would apply modules within particular stream deployment,8
XD-133,fail sonar build package tangles violated,similar would show structure reports,1
XD-134,investigate link checking tool user guide,asciidocdoctor might one part toolchain,2
XD-135,documentation architecture,show overall flow data stream server components admin container modules deployed,4
XD-136,documentation points install hadoop,pointers documentation install hadoop,3
XD-139,update readmetxt include instructions build,building part first box experience include instructions targets available distxd,2
XD-140,parameterize syslog source add support tcp,syslog source currently hardcoded use udp port need parameterize port provide option use tcp,2
XD-141,installredis script use relative path determine redis source dist,currently installredis script uses relative path determine redis source dist file since error prone need fix,1
XD-142,streamserver context lifecycle issues,moduledeployer calls getbeansoftype context propertysourcesplaceholderconfigurer attached cause issues factorybean placeholders constructor args unresolved placeholder used factorybean preinstantiated determine type object serve,8
XD-143,create externalized property file support connectivity redis,need externalized property fileunder xdconf xdcontainer admin scripts use options,3
XD-147,remove use application plugin redis project,currently redis project uses application plugin bundle distribution also includes java plugin causes java specific build behavior project try removing use application plugin use something similar custom tasks bundling,2
XD-148,improve user experience redis running,redis running get nasty stacktrace code devgitspringxddistspringxdxdbin master xdcontainer info supportclasspathxmlapplicationcontext refreshing orgspringframeworkcontextsupportclasspathxmlapplicationcontextd startup date wed may edt root context hierarchy info xmlxmlbeandefinitionreader loading xml bean definitions class path resource metainfspringlauncherxml info xmlxmlbeandefinitionreader loading xml bean definitions class path resource metainfspringredisxml info supportdefaultlistablebeanfactory preinstantiating singletons orgspringframeworkbeansfactorysupportdefaultlistablebeanfactorycea defining beans orgspringframeworkcontextsupportpropertysourcesplaceholderconfigurerredisconnectionfactoryorgspringframeworkxddirtlauncherrediscontainerlauncher root factory hierarchy info supportdefaultlistablebeanfactory destroying singletons orgspringframeworkbeansfactorysupportdefaultlistablebeanfactorycea defining beans orgspringframeworkcontextsupportpropertysourcesplaceholderconfigurerredisconnectionfactoryorgspringframeworkxddirtlauncherrediscontainerlauncher root factory hierarchy exception thread main orgspringframeworkbeansfactorybeancreationexception error creating bean name redisconnectionfactory defined class path resource metainfspringredisxml invocation init method failed nested exception comlambdaworksredisredisexception unable connect orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryinitializebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorydocreatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorycreatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractbeanfactorygetobjectabstractbeanfactoryjava orgspringframeworkbeansfactorysupportdefaultsingletonbeanregistrygetsingletondefaultsingletonbeanregistryjava orgspringframeworkbeansfactorysupportabstractbeanfactorydogetbeanabstractbeanfactoryjava orgspringframeworkbeansfactorysupportabstractbeanfactorygetbeanabstractbeanfactoryjava orgspringframeworkbeansfactorysupportdefaultlistablebeanfactorypreinstantiatesingletonsdefaultlistablebeanfactoryjava orgspringframeworkcontextsupportabstractapplicationcontextfinishbeanfactoryinitializationabstractapplicationcontextjava orgspringframeworkcontextsupportabstractapplicationcontextrefreshabstractapplicationcontextjava orgspringframeworkcontextsupportclasspathxmlapplicationcontextinitclasspathxmlapplicationcontextjava orgspringframeworkcontextsupportclasspathxmlapplicationcontextinitclasspathxmlapplicationcontextjava orgspringframeworkxddirtlauncherrediscontainerlaunchermainrediscontainerlauncherjava orgspringframeworkxdcontainermainmaincontainermainjava caused comlambdaworksredisredisexception unable connect comlambdaworksredisredisclientconnectredisclientjava comlambdaworksredisredisclientconnectasyncredisclientjava orgspringframeworkdataredisconnectionlettucelettuceconnectionfactoryinitconnectionlettuceconnectionfactoryjava orgspringframeworkdataredisconnectionlettucelettuceconnectionfactoryafterpropertiessetlettuceconnectionfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryinvokeinitmethodsabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryinitializebeanabstractautowirecapablebeanfactoryjava caused javanetconnectexception connection refused localhost sunniochsocketchannelimplcheckconnectnative method sunniochsocketchannelimplfinishconnectsocketchannelimpljava orgjbossnettychannelsocketnionioclientbossconnectnioclientbossjava orgjbossnettychannelsocketnionioclientbossprocessselectedkeysnioclientbossjava orgjbossnettychannelsocketnionioclientbossprocessnioclientbossjava orgjbossnettychannelsocketnioabstractnioselectorrunabstractnioselectorjava orgjbossnettychannelsocketnionioclientbossrunnioclientbossjava javautilconcurrentthreadpoolexecutorworkerruntaskthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorworkerrunthreadpoolexecutorjava javalangthreadrunthreadjava code think would helpful provide users helpful advice redis seem running localhost start install redis please see help,2
XD-149,create asciidoc toolchain script create toc style html output,publishing html version guide uses toc style format table contents left looks like stylesheet factory needs installed theme showcase golo theme toc style root git repo wiki buildgradle file uses asciidoctor gradle plugin doesnt support using single file import input see see mvn plugin support maybe using mvn option bash script,4
XD-150,publish spring final distribution zip part bamboo artifactory plugin,currently bamboos gradle artifactory plugin artifacts configured projects targetbuild directory archives need way set final distribution archive one gradle configurations buildgradle refer inside bamboo artifacts,2
XD-151,add redis binaries windows,presently spring ship windows binaries redis however microsoft actively working supporting redis windows download windows redis binaries,2
XD-152,create rich gauge module,spring config rich gauge plus message handler coerce numeric string payload double,5
XD-153,create gauge module,spring config simple gauge plus message handler process message code common richgaugehandler coerce payload double refactored reuse,5
XD-154,provided console output started server,shouldnt something like contextrefreshedevent listener output informational messages console user knows container contexts maybe even print link docs maybe even simple ascii art demos right looks somewhat barren redis provides something similar may even hand hand provided better configuration model storing common config parameters centrally code extreme data using redis localhost server pid ready documentation code,2
XD-155,add groovy script processor module,processor module accepts either location groovy script resource inline script string also discussion default classpath location scripts,5
XD-156,create config support redis,would like redis driven config property file xdhome,2
XD-157,verify use jmx managed bean shutdown cleanly xdadmin xdcontainer servers,cases multiple application contexts running process jmx managed bean call close application contexts detailed lifecycle cleanly shutting components within application contexts another story,4
XD-158,expose shutdown operation http,allow simple way shutdown server via http call support security separate story end goal shell scripts distributed issue http requests shutdown xdadmin xdcontainer servers newest version jolokia ability boostrap inside application context requiring java agent suspect using application context approach provide flexibility property replacement etc sure,4
XD-159,parameter parsing work argument contains,parameter parsing work argument contains example code transform expression transform expressionpayload code also surprised worked code transform expressionnew stringbuilderpayloadreverse code didnt code transform expressionnew stringbuilderpayloadreverse code think need tokenize argument contains spaces remove surrounding result means someone wants spel literal would use something like codeexpressionhello worldcode resulting spel literal hello world,1
XD-160,publish golo themed docs documentation staticspringsourceorg part nightly build,wiki repo contains script gendocssh planning use generate pretty html version getting started guide consider using maven gradle currently issue documented buildgradle generate reference docs publish automatically part nightly build,3
XD-162,create design document implementation strategy support message conversion channelregistry,conversion based contenttype headers similar way springs work mime types also map available converters extensible including common defaults json xml etc likely want add content types also tuples likely logic configuration methods extending converter map belong abstractchannelregistry since common across implementations logic regardless transport used afterserializationbeforedeserialization,5
XD-163,enable grouping modules colocated deployment,example code code modules deployed together composite module options maybe could handle one would defining compositemodule type simply bridges channels output input example second option would deploy together node modules using localchannelregistry,12
XD-164,validate processing modules declare required channels,validate modules required channels declared according type currently stream deployer accepts processors input stream doesnt complete fail earlier loudly,2
XD-165,xdcontainer xdadmin log file box,externally editable logj config file conf dir default log file presumably logs dir,2
XD-166,create config support based channel registry type,need container admin reading registry specific property based registry type selected mark one code review comments maybe rather redis rabbit etc properties within containerproperties rely upon naming conventions instead specifically could single configurable property type channel registry redis rabbit local possible values could use something like import resourceconfigregistrytypexml contextpropertyplaceholder locationconfigregistrytypeproperties,3
XD-169,run offline,trying run offline results error redisxml cloudfoundry schema file missing need add cfruntime jar classpath resolve,2
XD-170,home wiki page improvements,add structure easily find reference guide style nice,2
XD-171,create project home page springxd springsourceorgspringxd,minimal project page top level project page basic information docs links github wiki page need list maven coordinates,4
XD-172,create links springxd pages springsourceorg site,bottom home page list projects dataintegration category landing pages related projects,4
XD-173,document create custom inputoutput module existing channel adapters,document take existing inputoutput channel adapters spring integration add sourcesink module enduser focused step step guide possible consider including getting started gradlepomxml,6
XD-174,document create custom processor module,use case write custom code processing specific domain class perhaps twitter adapter tuple need package code used inside,4
XD-175,create document syslog aggregation example,containers separate processes stream syslog tcp container separate process aggregates data sent conainers tcp severityfilter hdfs,8
XD-176,support exponential moving average richgauge,could easily supported existing gauge adding setalpha method richgaugeservice adding extra parameter alpha gauge data set would default current behaviour simple mean otherwise would calculate exponential moving average place mean,2
XD-178,defaultcontainer default constructor generates uuid,current incrementandget approach based redis easily applicable local model deployment,1
XD-179,three startup scripts xdsinglenode xdadmin xdcontainer,xdsinglenode script launch main application creates admin node process http admin requests container node execute modules data processing within process xdadmin script launch main application creates admin node remove current embeddedcontainer options xdcontainer script launch main application creates container node,1
XD-180,command line xdadmin xdcontainer support additional option pipeprotocol used determine middleware sending admin requests data processing steps,name pipeprotocol tentative command line scripts xdadmin xdcontainer would support pipeprotocol option default use redis otherwise use xdsinglenode xdadmin xdcontainer scripts use value pipeprotocol set java system property xdpipeprotocol launching app,1
XD-181,update launcherxml protocol independent beans defined import statement load protocol specific defintiions system property defined location,launcherxml make use system property xdpipeprotocol inside import statement determines version infrastructure load example channelregistry implementation local redis based specific message listener containers file name conventions used option passed command line pipeprotocol localchannel xml filename looked protocol suffix applied localchannelprotocol loaded via classpath redis local options implementations provided future rabbit user may able provide implementations infrastructure classes advanced task,3
XD-182,create redisprotocolxml load redis specific implementations suppor container runtime administration,redis specific beans defined current launcherxml move configuration file,3
XD-185,refactor streamserver interface create redis local implementations,current streamserver depends redisstreamdeployer call redisstreamserver extract interface allow alternate implementations,2
XD-186,create pipe protocol independent streamdeployer,create streamdeployer depend adapter implementation,2
XD-187,create script xdsingle node,script launch admin along module container part implementation also remove embedded options admin container scripts,2
XD-188,add directory classpath server startup scripts groovy based processors easily referenced name without resource uri prefix,stream time filter scriptoddminutefiltergroovy file would load groovy script oddminutefiltergroovy located directory modulesprocessor perhaps modulesprocessorscripts sure benefit subdirectory processor scripts,1
XD-190,cleanup embedded container story,embeddedx options bit confusing code right admin embed container viceversa guess keep admincontainer side things,1
XD-191,move redis connection metadata logging code closest establishing connection,included detailed logging redis metadata within rediscontainerlistener seems though info could logged somewhere closer establishment redis connection runtime could logged even listener whose main role capture containerrelated events enabled,2
XD-192,update getting started documentation use xdsinglenode start script,new option starting without requiring redis getting started documentation reflect easier way start processing data,2
XD-193,need unique resource locations internal configuration,currently internal config files metainfspring fairly generic names avoid potential collisions users add configuration classpath unique location metainfspringxd,3
XD-194,users able package custom modules single jar,user needs deploy module containing custom code build jar lib dir somehow deploy app context file separately modules dir bit inconvenient build project since context files srcmainresources typically get built jar might better accept jar xml files modules dir though brings issue classpath isolation,5
XD-195,time source emit string default,running local mode redis time tcp longer works change time source emit date string allowing option emit date object,1
XD-196,replace hacky parser good one,replace existing dsl parser uses string indexing robust one based derivative spel provide stable base quickly iterate syntax,4
XD-197,create scriptprocessor module allows execution groovy potentially jrubyjython based service activator,enable arbitrary processing logic used processing step see intserviceactivator scriptscript langgroovy locationfilescriptsgroovymyscriptgroovy intserviceactivator would essence module probably lang gets detected file extension,4
XD-198,documentation developing streams ide needs mention including scripts dir project classpath,curl post time interval transform log results following stack trace debug log apparently benign ugly code taskscheduler debug orgspringframeworkscriptingsupportresourcescriptsource class path resource transformgroovy could resolved file system current timestamp available script modification check javaiofilenotfoundexception class path resource transformgroovy cannot resolved url exist orgspringframeworkcoreioclasspathresourcegeturlclasspathresourcejava orgspringframeworkcoreioabstractfileresolvingresourcelastmodifiedabstractfileresolvingresourcejava orgspringframeworkscriptingsupportresourcescriptsourceretrievelastmodifiedtimeresourcescriptsourcejava orgspringframeworkscriptingsupportresourcescriptsourcegetscriptasstringresourcescriptsourcejava orgspringframeworkintegrationscriptingrefreshableresourcescriptsourceinitrefreshableresourcescriptsourcejava sunreflectnativeconstructoraccessorimplnewinstancenative method sunreflectnativeconstructoraccessorimplnewinstancenativeconstructoraccessorimpljava sunreflectdelegatingconstructoraccessorimplnewinstancedelegatingconstructoraccessorimpljava javalangreflectconstructornewinstanceconstructorjava orgspringframeworkbeansbeanutilsinstantiateclassbeanutilsjava orgspringframeworkbeansfactorysupportsimpleinstantiationstrategyinstantiatesimpleinstantiationstrategyjava orgspringframeworkbeansfactorysupportconstructorresolverautowireconstructorconstructorresolverjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryautowireconstructorabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorycreatebeaninstanceabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorydocreatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorycreatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportbeandefinitionvalueresolverresolveinnerbeanbeandefinitionvalueresolverjava orgspringframeworkbeansfactorysupportbeandefinitionvalueresolverresolvevalueifnecessarybeandefinitionvalueresolverjava orgspringframeworkbeansfactorysupportconstructorresolverresolveconstructorargumentsconstructorresolverjava orgspringframeworkbeansfactorysupportconstructorresolverautowireconstructorconstructorresolverjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryautowireconstructorabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorycreatebeaninstanceabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorydocreatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorycreatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportbeandefinitionvalueresolverresolveinnerbeanbeandefinitionvalueresolverjava orgspringframeworkbeansfactorysupportbeandefinitionvalueresolverresolvevalueifnecessarybeandefinitionvalueresolverjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactoryapplypropertyvaluesabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorypopulatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorydocreatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractautowirecapablebeanfactorycreatebeanabstractautowirecapablebeanfactoryjava orgspringframeworkbeansfactorysupportabstractbeanfactorygetobjectabstractbeanfactoryjava orgspringframeworkbeansfactorysupportdefaultsingletonbeanregistrygetsingletondefaultsingletonbeanregistryjava orgspringframeworkbeansfactorysupportabstractbeanfactorydogetbeanabstractbeanfactoryjava orgspringframeworkbeansfactorysupportabstractbeanfactorygetbeanabstractbeanfactoryjava orgspringframeworkbeansfactorysupportdefaultlistablebeanfactorypreinstantiatesingletonsdefaultlistablebeanfactoryjava orgspringframeworkcontextsupportabstractapplicationcontextfinishbeanfactoryinitializationabstractapplicationcontextjava orgspringframeworkcontextsupportabstractapplicationcontextrefreshabstractapplicationcontextjava orgspringframeworkxdmodulesimplemodulestartsimplemodulejava orgspringframeworkxddirtmodulemoduledeployerdeploymodulemoduledeployerjava orgspringframeworkxddirtmodulemoduledeployerhandlemessageinternalmoduledeployerjava orgspringframeworkintegrationhandlerabstractmessagehandlerhandlemessageabstractmessagehandlerjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgspringframeworkexpressionspelsupportreflectivemethodexecutorexecutereflectivemethodexecutorjava orgspringframeworkexpressionspelastmethodreferencegetvalueinternalmethodreferencejava orgspringframeworkexpressionspelastcompoundexpressiongetvalueinternalcompoundexpressionjava orgspringframeworkexpressionspelastspelnodeimplgettypedvaluespelnodeimpljava orgspringframeworkexpressionspelstandardspelexpressiongetvaluespelexpressionjava orgspringframeworkintegrationutilabstractexpressionevaluatorevaluateexpressionabstractexpressionevaluatorjava orgspringframeworkintegrationutilmessagingmethodinvokerhelperprocessinternalmessagingmethodinvokerhelperjava orgspringframeworkintegrationutilmessagingmethodinvokerhelperprocessmessagingmethodinvokerhelperjava orgspringframeworkintegrationhandlermethodinvokingmessageprocessorprocessmessagemethodinvokingmessageprocessorjava orgspringframeworkintegrationhandlerserviceactivatinghandlerhandlerequestmessageserviceactivatinghandlerjava orgspringframeworkintegrationhandlerabstractreplyproducingmessagehandlerhandlemessageinternalabstractreplyproducingmessagehandlerjava orgspringframeworkintegrationhandlerabstractmessagehandlerhandlemessageabstractmessagehandlerjava orgspringframeworkintegrationdispatcherunicastingdispatcherdodispatchunicastingdispatcherjava orgspringframeworkintegrationdispatcherunicastingdispatcherdispatchunicastingdispatcherjava orgspringframeworkintegrationchannelabstractsubscribablechanneldosendabstractsubscribablechanneljava orgspringframeworkintegrationchannelabstractmessagechannelsendabstractmessagechanneljava orgspringframeworkintegrationchannelabstractmessagechannelsendabstractmessagechanneljava orgspringframeworkintegrationcoremessagingtemplatedosendmessagingtemplatejava orgspringframeworkintegrationcoremessagingtemplatesendmessagingtemplatejava orgspringframeworkintegrationendpointmessageproducersupportsendmessagemessageproducersupportjava orgspringframeworkintegrationxredisredisqueueinboundchanneladapteraccessredisqueueinboundchanneladapterjava orgspringframeworkintegrationxredisredisqueueinboundchanneladapterlistenertaskrunredisqueueinboundchanneladapterjava orgspringframeworkschedulingsupportdelegatingerrorhandlingrunnablerundelegatingerrorhandlingrunnablejava javautilconcurrentexecutorsrunnableadaptercallexecutorsjava javautilconcurrentfuturetasksyncinnerrunfuturetaskjava javautilconcurrentfuturetaskrunfuturetaskjava javautilconcurrentscheduledthreadpoolexecutorscheduledfuturetaskaccessscheduledthreadpoolexecutorjava javautilconcurrentscheduledthreadpoolexecutorscheduledfuturetaskrunscheduledthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorworkerruntaskthreadpoolexecutorjava javautilconcurrentthreadpoolexecutorworkerrunthreadpoolexecutorjava javalangthreadrunthreadjava code,1
XD-199,ensure delete operation delete tap,deleting stream doesnt remove taps right able explicitly delete tap determine whether current delete works make,3
XD-200,creating tap throws exception,creating tap throws exception local mode cannot resolve reference bean redisconnectionfactory setting constructor argument nested exception orgspringframeworkbeansfactorynosuchbeandefinitionexception bean named redisconnectionfactory defined also fails using redis,4
XD-201,fix scripts windows,currently scripts broken windows,2
XD-203,provided modules integration tested,dont see automated tests modules provide outofthebox could make modules folder eclipse project would also help solve add integration tests similar documented,5
XD-204,document processor modules,fill,2
XD-205,processor modules support scripts languages groovy,filter transform script modules assume provided script written groovy partly due fact lang attribute intscriptscript cant set property value langlanggroovy would allow users pass expected language perhaps could use spel expression script pick language based file extension,3
XD-206,adminmain containermain check xdhome property scripts,currently system property xdhome set jvmopts via springxdadminopts xdadmin xdcontainer scripts inside containermain adminmain need check system property set use seems like check missing,1
