issuekey,title,description,storypoint
TISTUD-44,create new titanium studio splash screen,placeholder image titaniumstudiopluginscomappceleratortitaniumrcpsplashbmp needs replacement replace existing size use new different size well need configure new options,1
TISTUD-54,allow users install new mobiledesktopetc sdks,divplet users easily grab latest mobile desktop sdk install machine etcpdiv,1
TISTUD-62,make app explorer active view default tidev,divpcurrently project explorer front switch app explorerpdiv,1
TISTUD-64,implement tiappxml validation,divpas example see href,1
TISTUD-65,run device android,divpadd run device entry android iospdiv,1
TISTUD-66,add pings iphone events,divpmobile install device eventp pthe method sendinstallevent mobileusageutils used thispdiv,1
TISTUD-67,add pings android events,divpmobile distribute app event use senddistributeevent mobileusageutilsbr mobile install device event use sendinstallevent mobileusageutilspdiv,1
TISTUD-68,add pings blackberry events,divpmobile distribute app event use senddistributeevent mobileusageutilsp pmobile install device event use sendinstallevent mobileusageutilsp pblackberry devname sdk fields methods fields null passed inpdiv,1
TISTUD-69,add pings desktop events,divpdesktop launch use sendlaunchevent desktopusageutilsp pdesktop package use sendpackageevent desktopusageutilspdiv,1
TISTUD-71,create jsca reader,jsca schema schema defined need create code read schemas following format reader require schema schema modified support event handlers types properties etc consumed reader,1
TISTUD-72,store analytic ping events database,want store events database case user offline,1
TISTUD-73,context info popup blocks code using mutliline function invocations,showing particularly using object literals inside method invocations looks like popup needs follow row current offset whereas right basically places one line function invocation start,1
TISTUD-85,prompt perspective reset perspective layoutinformation changed,pull code studio allow version perspective perspective version prompt user would like reset perspective new version,1
TISTUD-86,close studio force update user attempts use product past preset expiration date,hardcode date june user reaches date attempts use product force update new version shut product standalone disabled plugin used inside eclipse,1
TISTUD-87,refactor ping related methods utility class,example newmobileprojectwizardjava extract sendcreateprojectevent utility class,1
TISTUD-101,add preferences titanium desktop mobile sdks,currently dont way users adjust titanium desktop mobile sdks installed want initialize mac libraryapplication supporttitanium linux titanium win programdatatitanium,1
TISTUD-106,download latest sdk initial titanium startup,user starts titanium studio sdk installed need ensure one ready might done alreadyif great otherwise lets automatically download install latest desktop mobile sdks,1
TISTUD-112,clean doesnt actually clean mobile project,need make clean actually remove contents buildiphone buildandroid directories directory cause real clean build project regenerate compiled files,1
TISTUD-115,upgrade packaged jruby,theyve released jruby fixes bug saw users windows funky default charsets upgrade possible,1
TISTUD-121,allow users download older versions mobile sdk,change install titanium sdk url install specific titanium sdk add radio button install url top text box stay allowing people paste add browse button surf local location disk install update stream cascading dropdowns contributed via extension point two default streams contributed release stream filter continuous integration master stream may need work platform either regularize format allow extension point apply regexxpath json grab build info,13
TISTUD-123,exclude build folder appexplorer,application building could see constant workspace updating progress view,1
TISTUD-124,keep user signed hours since last sign offline,basically user goes offline currently still could continue use tistudio features studio restart would better grace period offline,1
TISTUD-125,splashlogin screen looks empty user already logged,screenshot attached may page condensed somewhat since dont think need much space usernamepassword fields otherwise place something blank area would look fine fields pasted top,1
TISTUD-127,hook language modules exported timanifest file desktop packaging,code dealing modules commented porting dev packager desktop since didnt metadata anything need reimplement keeping track,1
TISTUD-130,enterreturn doesnt login login splash screen,first start studio brings login screen entered credentials hit return nothing invoke login button,1
TISTUD-131,change username label email address splash screen login,username label misleading believe always looking users email address used register,1
TISTUD-138,add portal dispatcher launch specific wizard,could done link suggestion allow user pass specific comappceleratortitaniumuiimportwizard,1
TISTUD-139,add portal dispatcher run specific command,add way link trigger specific command studio comappceleratortitaniumuiideupdatecommandupdatetitanium,1
TISTUD-140,add portal dispatcher open specific view,add way link open specific view user interface passing views comaptanaexplorerview,1
TISTUD-141,add portal recently opened files feature,assuming portal communicate get list recently opened files eclipse since eclipse shows list return json array links developer could turn clickable links portal page,1
TISTUD-143,fix error message user cannot login due network issues,user always gets incorrect loginpassword message,1
TISTUD-144,fix error message user cannot login due network issues,user always gets incorrect loginpassword message,1
TISTUD-166,desktop packagedistribute wizard ugly wrapping issues,created desktop packaging wizard mimic titanium developer trouble getting look pretty michael nice job fixing nasty work wizards maybe take look,1
TISTUD-167,add links mobile preference screen direct user download android sdk,indicate cant find sdk lets add link directing user download dont already,1
TISTUD-174,login screens,using two screens login form ist displayed screens screenshot attached,1
TISTUD-176,update verified publisher windows installer appcelerator,currently shows aptana inc hovering installer image would points already correct format,8
TISTUD-178,autowire titanium projects,user drop jsca file titanium project get,1
TISTUD-184,add command install beta releases mobiledesktop sdks based url,need command probably help install beta versions titanium mobiledesktop sdks via specific urls something like urls found need able recognize difference mobilesdk desktop sdk download,1
TISTUD-195,update samples view include sort descriptive text platform specifications,looking samples view extra items description sample question allow sample tagged variety text phrases could use sortingfiltering,1
TISTUD-200,tiapp surface errorswarnings overview editor problem view project file decorators,steps reproduce create new project tidev import project tistudio open tiappxml actual errors user need resolve see indication file open expected indicate user error project import,20
TISTUD-201,allow importing existing projects without user modifications,ideal world user modifications would required project creating tidev brought tistudio sure thats possible goal wanted log issues encountered tistud tistud,1
TISTUD-204,save parameters android distribute dialog later reuse,currently user reenter fields android distribute dialog would convenient save reuse,1
TISTUD-209,running project ios device gives itunes error,steps reproduce create new ios project run ios device see console actual libraryapplication supporttitaniummobilesdkosxiphoneitunessyncscpt execution error itunes got error cant continue update expected error,1
TISTUD-212,add deploytargets validation importing existing mobile project,importing previously created titanium mobile project deploytargets set project may compatible importing environment various reasons like missing sdks unsupported operating system import project wizard display user detected issues creating project perhaps offer fix cases grabbing missing sdk,1
TISTUD-213,disable hide deploytargets available projects resources directory,currently deploy targets resources created project created scripting support updating resources directory new set targets avoid user confusion probably hide targets gray info problem,1
TISTUD-215,app explorer view transition debug perspective,user opens debugging session switches debug perspective eclipse debug button left relaunching application still debug perspective makes user experience somewhat inconsistent presumably launching debug button inside app explorer titanium perspective app explorer exist perspectives give interface launching user,1
TISTUD-216,remember last folder imported project,would great importing project remembered last folder imported showed finderexplorer starting like eclipse imagine people tuck projects away special folder default last projects folder makes one step away folder containing projects,1
TISTUD-232,update jsca toplevel metadata better version tracking,following jff schema model add name description properties toplevel object version changed number string schema changes also require code changes update model processing properties jsca files,13
TISTUD-234,must able set default project location,developers know path development projects often using many years studio needs ability change default location whatever enddeveloper wants,1
TISTUD-253,show progress importing sample project,git clone kitchen sink takes around minutes progress stuck somewhat confusing since dont know whether something went wrong taking type progress indicator would nice,1
TISTUD-255,ability check build number tidesktop timobile sdk page,ability check build number sdk running tistudio information written text file called versiontxt sdk folder,1
TISTUD-260,user updated sdk manually alert user installation completed successfully,using help install titanium sdk url user install sdk url however installation completed pop toast indicate installation process completed,1
TISTUD-267,rearrange help menu options,see attached image suggest following titanium studio check titanium sdk updates install titanium sdk url,1
TISTUD-268,add templates titanium project creation,similar web projects work templates titanium ruble project creation run scripts copy template files one titanium ruble momentif necessary create two somehow indicate samples apply mobile desktop projects,1
TISTUD-273,allow selection camelcase,another icantnameit eclipse based ide theres feature select things based camelcase instead word handy example code like pintleyuicomponentsmorerowjs put cursor row hold optionshift hit left arrow would highlight row instead morerow huge timesaver see everyone would like want option,8
TISTUD-285,remove autosetting workspace directory titanium studio,instead let user pick default workspace first launch,1
TISTUD-288,notify user mobile project creation fails,ordinarily shouldnt allow user get far process somehow manage get alert user error,1
TISTUD-525,replace colons project names underscore characters,tried creating mobile project developer colon name got following console create project colon name reproduce instead replace colon underscore panel hrefprojectschangesetsinfo title changeset infoinfoa compiling javascriptone moment hrefprojectschangesetsinfo title changeset infoinfoa simulator exiting href projectschangesetsinfo title changeset infoinfoa javascript errors detected hrefprojectschangesetsdebug title changeset debugdebuga executing command usrbinkillall iphone simulator hrefprojectschangesetsinfo title changeset infoinfoa one moment building href projectschangesetsdebug title changeset debugdebuga copy resources userskevinname literesources userskevinname litebuildiphonetmp hrefprojectschangesetsdebug titlechangeset debugdebuga copying userskevinname literesourcesabouthtml userskevinname litebuildiphonetmpabouthtml href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexcss userskevinname litebuildiphonetmpindexcss href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexhtml userskevinname litebuildiphonetmpindexhtml href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexjs userskevinname litebuildiphonetmpindexjs href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesabouthtml userskevinname litebuildiphonetmpabouthtml href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexcss userskevinname litebuildiphonetmpindexcss href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexhtml userskevinname litebuildiphonetmpindexhtml href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexjs userskevinname litebuildiphonetmpindexjs href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesabouthtml userskevinname litebuildiphonetmpabouthtml href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexcss userskevinname litebuildiphonetmpindexcss href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexhtml userskevinname litebuildiphonetmpindexhtml href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexjs userskevinname litebuildiphonetmpindexjs href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesabouthtml userskevinname litebuildiphonetmpabouthtml href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexcss userskevinname litebuildiphonetmpindexcss href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexhtml userskevinname litebuildiphonetmpindexhtml href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesindexjs userskevinname litebuildiphonetmpindexjs href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesandroidappiconpng userskevinname litebuildiphonetmpandroidappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesandroiddefaultpng userskevinname litebuildiphonetmpandroiddefaultpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesandroidappiconpng userskevinname litebuildiphonetmpandroidappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesandroiddefaultpng userskevinname litebuildiphonetmpandroiddefaultpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesandroidappiconpng userskevinname litebuildiphonetmpandroidappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesandroiddefaultpng userskevinname litebuildiphonetmpandroiddefaultpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesandroidappiconpng userskevinname litebuildiphonetmpandroidappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesandroiddefaultpng userskevinname litebuildiphonetmpandroiddefaultpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphoneappiconpng userskevinname litebuildiphonetmpiphoneappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonecloseboxpng userskevinname litebuildiphonetmpiphonecloseboxpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonedefaultpng userskevinname litebuildiphonetmpiphonedefaultpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphoneappiconpng userskevinname litebuildiphonetmpiphoneappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonecloseboxpng userskevinname litebuildiphonetmpiphonecloseboxpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonedefaultpng userskevinname litebuildiphonetmpiphonedefaultpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphoneappiconpng userskevinname litebuildiphonetmpiphoneappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonecloseboxpng userskevinname litebuildiphonetmpiphonecloseboxpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonedefaultpng userskevinname litebuildiphonetmpiphonedefaultpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphoneappiconpng userskevinname litebuildiphonetmpiphoneappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonecloseboxpng userskevinname litebuildiphonetmpiphonecloseboxpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonedefaultpng userskevinname litebuildiphonetmpiphonedefaultpng href projectschangesetsdebug title changeset debugdebuga copy resources userskevinname literesourcesiphone userskevinname litebuildiphonetmp hrefprojectschangesetsdebug titlechangeset debugdebuga copying userskevinname literesourcesiphoneappiconpng userskevinname litebuildiphonetmpappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonecloseboxpng userskevinname litebuildiphonetmpcloseboxpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonedefaultpng userskevinname litebuildiphonetmpdefaultpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphoneappiconpng userskevinname litebuildiphonetmpappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonecloseboxpng userskevinname litebuildiphonetmpcloseboxpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonedefaultpng userskevinname litebuildiphonetmpdefaultpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphoneappiconpng userskevinname litebuildiphonetmpappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonecloseboxpng userskevinname litebuildiphonetmpcloseboxpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonedefaultpng userskevinname litebuildiphonetmpdefaultpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphoneappiconpng userskevinname litebuildiphonetmpappiconpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonecloseboxpng userskevinname litebuildiphonetmpcloseboxpng href projectschangesetsdebug title changeset debugdebuga copying userskevinname literesourcesiphonedefaultpng userskevinname litebuildiphonetmpdefaultpng href projectschangesetsdebug title changeset debugdebuga module library dependency detected titaniumapp hrefprojectschangesetsdebug title changeset debugdebuga module library dependency detected titaniumapi hrefprojectschangesetsdebug title changeset debugdebuga module library dependency detected titaniumnetwork hrefprojectschangesetsdebug title changeset debugdebuga module library dependency detected titaniumplatform hrefprojectschangesetsdebug title changeset debugdebuga module library dependency detected titaniumanalytics hrefprojectschangesetsdebug titlechangeset debugdebuga module library dependency detected titaniummedia hrefprojectschangesetsdebug titlechangeset debugdebuga module library dependency detected titaniumgesture href projectschangesetsdebug title changeset debugdebuga module library dependency detected titaniumui hrefprojectschangesetsinfo title changeset infoinfoa executing xcode build href projectschangesetsinfo title changeset infoinfoa executing xcode compiler toggle output hrefprojectschangesetsdebug title changeset debugdebuga executing command xcodebuild configuration debug sdk iphonesimulator websrcrootuserskevinname litebuildiphonetmp gccpreprocessordefinitionsstronglogstrongidstrongdbdfdfecd deploytypedevelopment debug traceback recent call lastbr file libraryapplication supporttitaniummobilesdkosxiphonebuilderpy line inbr mainsysargvbr file libraryapplication supporttitaniummobilesdkosxiphonebuilderpy line mainbr gccpreprocessordefinitionsstronglogstrongidstrongs deploytypedevelopment debug logid file libraryapplication supporttitaniummobilesdkosxiphonerunpy line runbr sose subprocesspopenargs stderrsubprocesspipe stdoutsubprocesspipecommunicate file systemlibraryframeworkspythonframeworkversionslibpythonsubprocesspy line communicatebr return selfemcommunicateinputbr file systemlibraryframeworkspythonframeworkversionslibpythonsubprocesspy line inem communicatebr rlist wlist xlist selectselectreadset writeset keyboardinterruptpdiv panel,5
TISTUD-297,ability hide hidden files app explorer view,using external app svn versioning svn directories visible also settings directory eclipse hidden think,1
TISTUD-298,android fastdev server support,weve recently implemented new feature android called fastdev serves javascript files projects resources folder directly app running server long running supports several launches app currently spawning subprocess builderpy seems work command line eclipse still sees application installer script running guessing actually subprocess solution would probably ide run directly ifwhen isnt already running syntax starting stopping server pretty straight forward mobilesdkandroidfastdevpy start pathtoproject mobilesdkandroidfastdevpy stop pathtoproject check server running looking existing lock file pathtoprojectfastdevlock,1
TISTUD-300,allow override titanium sdk update check url,currently check allow user specify new location check suggest adding preference titanium pref page allow user plug new url,1
TISTUD-302,build error using external module,try include external module smsdialog module compile app run iphone simulator get following error error error traceback recent call last file libraryapplication supporttitaniummobilesdkosxiphonebuilderpy line main executexcodeiphonesimulators linkversiongccpreprocessordefinitionslogids deploytypedevelopment tidevelopment debug tiversions logidsdkversionfalse file libraryapplication supporttitaniummobilesdkosxiphonebuilderpy line executexcode output runrunargsfalsefalseo file libraryapplication supporttitaniummobilesdkosxiphonerunpy line run sysexitrc systemexit code compiles correctly using titanium developer version,1
TISTUD-310,add ability run project without importing first,like able run project simulatoremulator least without import project would especially useful learning training environment working many different projects would helpful users try code github etc seems like tiappxml would give info need,1
TISTUD-317,confirm blackberry tooling install top titanium studio,confirm blackberry tooling installed top titanium studio cannot need figure packaging changes make titanium studio order able work turns requires whole bunch things like java editor may want consider requiring wish blackberry development install eclipse use tistudio plugin,1
TISTUD-318,add blackberry option titanium mobile new project wizard,similar android checkbox create new project wizard deployment options section user must blackberry tools installed using version timobile sdk supports blackberry blackberry tools work windows option would grayed platforms indicating grayed,1
TISTUD-319,add blackberry run emulator,running blackberry emulator similar running android emulator option launched play menu app explorer project explorer automatically appears projects blackberry deploy target following options need exist launch configuration simulator dropdown selects simulator run application weve selected simulator default touch interface easiest drive mouse keyboard filter filters amount log output developer window based level selected info default debug shows info trace shows debug blackberry debug normally low need trace lot simulator messages wont useful normal circumstances launch button click button launch selected blackberry simulator clear sdcard clear sdcard next simulator launch receive controlledaccessexception launching app stop simulator click next launch one emulator launches suggest showing popup may dismissed future runs shows user start app locate application downloads section main blackberry menu hitting blackberry key simulator selecting downloads folder selecting application,1
TISTUD-320,make run device ios dialog prettier,least padding around individual steps would good though perhaps using icons indicate state might look good,1
TISTUD-321,add options configure blackberry signing keys preferences,suggest information titanium preference page user needs configure send text rim requires applications sent device must signed keys users private key get keys links remember pin youll need first time generate private key sign application form field blackberry key directory allows user browse folder disk containing three signing keys passphrase unsure need passphrase text box add help link titanium studio wiki additional install instructions shown,1
TISTUD-322,add option configure blackberry sdk preferences,similar android blackberry needs point installed version blackberry sdk default titanium studio prefill value however user allowed option configure value happens something default installed tools different version eclipse might necessary blackberry tools require bit jre user might using eclipse bit,1
TISTUD-323,add blackberry install device,check see user installed three blackberry keys direct preference page set tistud havent created private key yet signaturetool appear ask create private key user created private key wizard may ask passphrase installing device may need prompt user emulation one emulator launches suggest showing popup may dismissed future runs shows user start app locate application downloads section main blackberry menu hitting blackberry key device selecting downloads folder selecting application,1
TISTUD-324,add blackberry package distribution wizard,packaging scripts similar android iphone workflow appear packaging button app explorerproject explorer check signing keys exist blackberry users direct preference page set save location final packaged file via browse button run builderpy script appropriate arguments complete packaging process,1
TISTUD-325,create blackberry icon rundeploypackaging,similar android little icon display various menus indicates rundeploypackaging,1
TISTUD-327,add blackberry debug emulator,similar android support add option launch debugger emulated device see run emulator relevant device configuration options ticket integrating rundebug configurations studio actual debugger work would handled blackberry team,1
TISTUD-335,command click method var etc jump source,eclipse based ides command click method var property etc jump source source another file open file source actually works right php tistudio javascript context would wonderful,1
TISTUD-336,outline window doesnt always show javascript object outlines selfinvoking functions,using selfinvoking functions sometimes outline view doesnt show break inside good example code var sometest test functionarg var test arg return test selfinvoked function var api apitest test apisomemethod function var blah test return blah return api var someothertest function var api apitest test apisomemethod function var blah test return blah return api code,8
TISTUD-339,enable importing breakpoint files,click debug view debug perspective breakpoints tab right click import breakpoints actual result nothing expected result allow user import breakpoint files,1
TISTUD-346,titanium studio downloads sdk updates workspace switch,workspace switch tistudio downloads sdks lengthy annoying task,1
TISTUD-348,add pings html events,send analytic pings project creation launch simulator packaging etc,1
TISTUD-355,loading bar displaces login cancel buttons email password fields,clicking login loading bar bumps buttons email password fields pixels,5
TISTUD-357,splash screen jumps,first boot titanium studio introductory splash screen screen loading bar location screen jumps couple pixels transition first second,5
TISTUD-358,codeassist icons firefox mobile projects,codeassist show icons active grayed order inform developer property function supported specific browser useful developing web pages added value mobile applications however android iphone ugly way icons must activated editors preference window see screenshot default setting android iphone mobile projects icons desktop projects,1
TISTUD-373,label adjustment deploy targets new mobile project wizard,sure looks platforms ubuntu deployment targets label centered vertically deploy targets makes first item look like associated previous item dialog see attached older screenshots show deploy targets running horizontally supposed vertical would justify label top instead centering,1
TISTUD-380,request install titanium sdk url install continuous builds directories reflecting dates distinguish major releases tiapp editor,testing continuous builds useful able easily differentiate days release also official releases currently however one version sdk exist tistudio one time using install titanium sdk url feature workaround download extract packages sdk directory manually suggestion append date end sdk version number likely simply naming sdk directory reflect format thus package would shown tiapp editor add weight argument feature marshall also agreed would extremely useful,1
TISTUD-383,help menu showing ubuntu,windowmenu available helpmenu showing makes impossible update newer sdk,8
TISTUD-415,app dashhyphen malformed app error,try create new project app contains dash character like netexampleprojecthd titanium studio reports error colorredmalformed app example comcompanynameappnamecolor dash character allowed app works also previous versions titanium developer apple accepts apps app ids big show stopper able import old projects dash characters app,3
TISTUD-400,color code console output tiapiinfo debug warn console filtering,titanium developer console output color codes info debug warn logging functions handy scrolling see also filter types logging want see info info debug info warn,1
TISTUD-406,use mobile projects active sdk apijsca file,creating importing titanium mobile project copy apijsca file sdk used project apijsca file exist fall back apijsca timobile plugin also sdk version changed editing tiappxml file update apijsca necessary tiappxml file saved,1
TISTUD-421,hide user email address bottom right hand corner ide,note discussed ingo today email currently tistudio shows users email address bottom right hand corner ide may good users wishing publish public demo training videos reveals email address everyone consider either replacing devcenter display name may desirable links video devcenter identity possibly useful later developer marketplace goes live replacing logged logged messageindicator,1
TISTUD-428,allow ruble contribute image template,allow ruble contributing image template see attached picture,1
TISTUD-434,support specifying density emulator,feature support specifying abstracted lcd density android virtual device debug configuration titanium studio also add field titanium preference page support default value right api screen log level changed adding additional field would easier developers test multiple densities associated helpdesk ticket,13
TISTUD-448,allow users add new platform targets project creation,description testing studio noted new deployment targets could added existing project example project created android deployment ios targets grayed possible manually edit tiappxml set targets true enables run simulator ios test able launch project simulator steps reproduce create new titanium mobile project studio select android deployment target project created open tiappxml note android available selectdeselect open pure xml tab tiappxml set deploy target ios true result project launched simulator installed device launch quit icon expected either ability add remove targets project creation ability add default structure project creation suggested solution user checks platform option tiappxml call platform script initialize new platform would likely add another build folder copy several resources specific location update tiappxml reference new platform validate project specifics per would new project wizard suggest dont remove platform supportalerting user cant remove platform support project try uncheck box,13
TISTUD-454,want interface builder integrated titanium studio next release,want interface builder integrated titanium studio next release,1
TISTUD-474,add unit tests tiappmodel timanifestmodel,add unit tests classes,1
TISTUD-480,add unit tests loginlogout logic,might also test studio capabilities debugging onoff,1
TISTUD-481,rename utils classes util,order consistent across products rename instances utils classes drop mobileusageutils mobileusageutil,1
TISTUD-483,linux adding new expresssions name readable background text color similar,steps reproduce create new application tistudio expressions pane add new expressions type anything name actual result text color background color similar hard read expected result readable note duplicate bug tistud win platform,8
TISTUD-486,cannot rightclick folder project explorer,steps reproduce launch studio select project explorer tab click triangle expand project right click resources folder actual result nothing happens expected result display context menu note area makes item selectable two projects expanded project context menu,8
TISTUD-499,increment titanium studio master version,details attached wiki page,1
TISTUD-501,add support debugging android devices tethered,following issues open ios android add debugging support device enhancement request add support debugging device addressed studio would need add support features ticket android side equation task agree discovery mechanism platform might pass address studio listening device might device broadcast studio would listen rest process identical current mechanism additional adb info,13
TISTUD-504,convert aptana titanium studio plugins use iso format build qualifier,currently build uses unix timestamps features plugins comappceleratortitaniumaptanauioverridejar much nicer presentation would comappceleratortitaniumaptanauioverridejar yyyymmddhhmmss may incrementally build qualifier believe alphabetical sort renumbered plugins would show newer,8
TISTUD-505,add build qualifier override plugins,plugins comappceleratortitaniumaptanaeditorfindbaroverridejar comappceleratortitaniumaptanagituioverridejar comappceleratortitaniumaptanascriptinguioverridejar missing build qualifier segment point version,1
TISTUD-506,path blackberry sdk directory fill correct location,download blackberry sdk clicking link update sdk automatically changes blackberry sdk directory path cprogramdatamicrosoftwindowsstart menuprogramsappcelerator location newly installed bbsdk,1
TISTUD-509,revamp error messages user unable log,currently default incorrect user name password common error message appears causing confusion users situation server completely offline unreachable indicate login server currently unreachable please try minutes server returns specifically error username password indicate specified username andor password incorrect please try cases assuming server error malformed request etc indicate server returned error direct user consult web page obfuscate url reduce confusion redirect,8
TISTUD-1166,setting log level console view effect console log,way filter console log based event type debug info error etc changing log level affect ios android another way filter log based level event step run example app step open run configurations step change log level step test log levels app codetitleappjs var win titaniumuicreatewindow title test backgroundcolor fff layout vertical var errorbutton titaniumuicreatebutton top left right height title error winadderrorbutton var warnbutton titaniumuicreatebutton top left right height title warn winaddwarnbutton var infobutton titaniumuicreatebutton top left right height title info winaddinfobutton var debugbutton titaniumuicreatebutton top left right height title debug winadddebugbutton var tracebutton titaniumuicreatebutton top left right height title trace winaddtracebutton errorbuttonaddeventlistenerclick function tiapierror error warnbuttonaddeventlistenerclick function tiapiwarn warn infobuttonaddeventlistenerclick function tiapiinfo info debugbuttonaddeventlistenerclick function tiapidebug debug tracebuttonaddeventlistenerclick function tiapitrace trace winopen code associated helpdesk ticket,13
TISTUD-537,increment titanium studio,update version,1
TISTUD-564,chromium ctrlshiftw close open editors focus embedded browser,pressing ctrlw close dashboard pane ctrlw close panes multiple panes open ctrlshiftw close windows focus dashboard pane focus dashboard pane ctrlshiftw work expected close panes,3
TISTUD-570,create initial configuration process,first starting titanium studio user may properly configured sdks individual processes allowed contribute configuration screen may automatic processes need user interaction need alert user require user feedback choice current processes ios sdk installation android sdk installation blackberry sdk installation firefox browser location git install windows choose portable git python autoconfigure interpreters,1
