issuekey,title,description,storypoint
STUDIO-2327,studio randomly crashes multiple flows ordered referencing one another,user still seeing crashing issues studio even applying updates theyve told project main flow multiple sub flows think part issue may mule updating multiple flow files theyve gotten error scenarios although dont full replication steps yet steps caused time flow referenced changes names original name new name show flow reference drop try reference second sub flow first sub flow multiple sub flows file add flow reference subflow call subflow get error anote moved subflow subflow issue corrected heres error got entry orgeclipseui message error application please report incident studiofeedbackmulesourcecom save failed stack javalangassertionerror orgmuletoolingmessagefloweditormultipagemessagefloweditormergingcontextmergermergemultipagemessagefloweditorjava orgmuletoolingmessagefloweditormultipagemessagefloweditormergeelementsmultipagemessagefloweditorjava orgmuletoolingmessagefloweditormultipagemessagefloweditorformcommandsmultipagemessagefloweditorjava orgmuletoolingmessagefloweditormultipagemessagefloweditorfixupsourcemultipagemessagefloweditorjava orgmuletoolingmessagefloweditormultipagemessagefloweditorupdatesourcefromflowmultipagemessagefloweditorjava orgmuletoolingmessagefloweditormultipagemessagefloweditordosavemultipagemessagefloweditorjava orgeclipseuiinternalsaveablehelperrunsaveablehelperjava orgeclipseuiinternalsaveablehelperrunsaveablehelperjava orgeclipsejfaceoperationmodalcontextrunincurrentthreadmodalcontextjava orgeclipsejfaceoperationmodalcontextrunmodalcontextjava orgeclipsejfacewindowapplicationwindowrunapplicationwindowjava orgeclipseswtcustombusyindicatorshowwhilebusyindicatorjava orgeclipsejfacewindowapplicationwindowrunapplicationwindowjava orgeclipseuiinternalworkbenchwindowrunworkbenchwindowjava orgeclipseuiinternalsaveablehelperrunprogressmonitoroperationsaveablehelperjava orgeclipseuiinternalsaveablehelperrunprogressmonitoroperationsaveablehelperjava snip thanks nicol,8
STUDIO-2367,problems zoom flow,steps reproduce create project config file several flows add exception strategies also zoom pressing ctrl command issue see elements drawn right side check screenshot video also drag drop feedback image weird behaviour lot distance mouse feedback image,8
STUDIO-2368,drag drop able scroll across long canvas,steps reproduce create config file many flows try scroll drag drop issue stock able scroll take account use case zoom,5
STUDIO-2376,static component poll removed generic endpoint connector changed removed message flow,tested following way created two global endpoints name address stdioout name address filetmptest created new flow added polling component frequency seconds added staticcomponent returndata hello world added generic outboundendpoint reference ran project verified everything works properly flow designer doubleclicked generic outboundendpoint added something documentation tab saved flow expected flow changed documentation everything remains intact actual flow changed documentation staticcompontent disapears customer followed steps created two global endpoints name globalendpoint address stdioout name globalendpoint address filetmptest created new flow added polling component frequency seconds added staticcomponent returndata hello world added generic outboundendpoint reference globalendpoint ran project verified everything works properly flow designer doubleclicked generic outboundendpoint changed endpoint reference globalendpoint saved flow,3
STUDIO-2383,jdbc namespace appended almost everything,jdbc namespace automatically appended everything config file even delete chunks code reappear code jdbceeconnector namesecuredb datasourcerefsecurejdbcdatasource validateconnectionstrue querytimeout pollingfrequency docnamedatabase contextpropertyplaceholder xmlnsjdbcee locationmulemuleenvproperties springbeans springbean xmlnsjdbcee idsysprop namesysprop classorgmuleconfigspringutilsystempropertyinitializingbean springproperty namesystemproperties springmap springentry keyjavaxnetssltruststorepassword valuemulesoft springentry keyjavaxnetssltruststore valueapphometruststore springmap springproperty springbean springbean xmlnsjdbcee idsecurejdbcdatasource namesecurejdbcdatasource classorgenhydrajdbcstandardstandarddatasource dependsonsysprop destroymethodshutdown springproperty namedrivername valuedbsecuredriverclass springproperty nameurl valuedbsecureurl springproperty nameuser valuedbsecureuser springproperty namepassword valuedbsecurepassword springbean springbeans datamapperconfig xmlnsjdbcee nameebstoavalaragettaxrequesttransformer transformationgraphpathebstoavalaragettaxrequestmappinggrf docnamedatamapper code,1
STUDIO-2418,losing undo option moving flow xml view back xml view,modifying something flow view moving xml view back flow view undo option longer available usability issue,34
STUDIO-2428,mule config file srctestresources get copied srcmainapp,create functional test case uses xml config contained folder srctestresources soon open mflow generated correspondent config xml added srcmainapp added muledeployproperties file,2
STUDIO-2438,xsds namespaces xml without namespaces issue,xsd namespaces received xml doesnt datamapper doesnt mappings correctly,8
STUDIO-2445,lookup fields displayed mappings view correct field names,creating lookup table data mapper entering fields want extract database name surname etc going back mapping view field displayed default names like field field field etc see attached screenshot grf,8
STUDIO-2450,datamapper encrypting database lookup password,configuring database lookup datamapper component encrypting password time user clicks finish button configuration user requested encryption password password reencrypted,8
STUDIO-2456,propertiesref contextpropertyplaceholder allowed silently removed,propertiesref attribute contextpropertyplaceholder allowed mule studio silently removes saving graphical view replacing empty location attribute,8
STUDIO-2461,soap dialog box operation set jaxws client browse button exists setting client class,soap dialog box operation set jaxws client browse button exists setting client class,5
STUDIO-2481,salesforce connector losing global element properties information,salesforce connector losing information global element properties url proxy port going back xml view message flow reproduce create new project add salesforce connector project double click saleforce connector generic config reference click add button green cross click salesforce connector click close connector xml view back message flow view double click connector edit properties click edit button config reference used url proxy port longer displayed default see attached screenshot,1
STUDIO-2482,choice router cannot edit routes winxp,choice router uneditable fields expressions workaround going xml still need support browser lot big companies scared new technology,1
STUDIO-2484,datamapper exception raised trying map mulemessage interface,steps reproduce create flow datamapper open wizard configuring wizards select map pojo select java object search class mulemessage interface clic issue followed exception raised code javalangreflectinvocationtargetexception orgeclipsejfaceoperationmodalcontextrunmodalcontextjava orgeclipsejfacedialogsprogressmonitordialogrunprogressmonitordialogjava commulesoftmuledatamapperuiwizardschemageneratordialoggenerateschemaschemageneratordialogjava commulesoftmuledatamapperuiwizardbeanintrospectordialogokpressedbeanintrospectordialogjava orgeclipsejfacedialogsdialogbuttonpresseddialogjava orgeclipsejfacedialogsdialogwidgetselecteddialogjava orgeclipseswtwidgetstypedlistenerhandleeventtypedlistenerjava orgeclipseswtwidgetseventtablesendeventeventtablejava orgeclipseswtwidgetsdisplaysendeventdisplayjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetnotifylistenerswidgetjava orgeclipseswtwidgetsdisplayrundeferredeventsdisplayjava orgeclipseswtwidgetsdisplayreadanddispatchdisplayjava orgeclipsejfacewindowwindowruneventloopwindowjava orgeclipsejfacewindowwindowopenwindowjava commulesoftmuledatamapperuiwizardbeanmetadatapropertiespanelwidgetselectedbeanmetadatapropertiespaneljava orgeclipseswtwidgetstypedlistenerhandleeventtypedlistenerjava orgeclipseswtwidgetseventtablesendeventeventtablejava orgeclipseswtwidgetsdisplaysendeventdisplayjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetnotifylistenerswidgetjava orgeclipseswtwidgetsdisplayrundeferredeventsdisplayjava orgeclipseswtwidgetsdisplayreadanddispatchdisplayjava orgeclipsejfacewindowwindowruneventloopwindowjava orgeclipsejfacewindowwindowopenwindowjava commulesoftmuledatamapperuiviewdatamapperviewlaunchdmwizarddatamapperviewjava commulesoftmuledatamapperuiviewdatamappereditpartrequesthandlerhandlereadaccessrequestdatamappereditpartrequesthandlerjava orgmuletoolingmessagefloweditpartrequesthandlermanagerhandlereadaccessrequestrequesthandlermanagerjava orgmuletoolingmessagefloweditpartentityeditpartperformrequestentityeditpartjava orgeclipsegeftoolsselecteditparttrackerperformopenselecteditparttrackerjava orgeclipsegeftoolsselecteditparttrackerhandledoubleclickselecteditparttrackerjava orgeclipsegeftoolsabstracttoolmousedoubleclickabstracttooljava orgeclipsegeftoolsselectiontoolmousedoubleclickselectiontooljava orgeclipsegefeditdomainmousedoubleclickeditdomainjava orgeclipsegefuipartsdomaineventdispatcherdispatchmousedoubleclickeddomaineventdispatcherjava orgeclipsedrawdlightweightsystemeventhandlermousedoubleclicklightweightsystemjava orgeclipseswtwidgetstypedlistenerhandleeventtypedlistenerjava orgeclipseswtwidgetseventtablesendeventeventtablejava orgeclipseswtwidgetsdisplaysendeventdisplayjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetnotifylistenerswidgetjava orgeclipseswtwidgetsdisplayrundeferredeventsdisplayjava orgeclipseswtwidgetsdisplayreadanddispatchdisplayjava orgeclipseuiinternalworkbenchruneventloopworkbenchjava orgeclipseuiinternalworkbenchrunuiworkbenchjava orgeclipseuiinternalworkbenchaccessworkbenchjava orgeclipseuiinternalworkbenchrunworkbenchjava orgeclipsecoredatabindingobservablerealmrunwithdefaultrealmjava orgeclipseuiinternalworkbenchcreateandrunworkbenchworkbenchjava orgeclipseuiplatformuicreateandrunworkbenchplatformuijava orgeclipseuiinternalideapplicationideapplicationstartideapplicationjava orgeclipseequinoxinternalappeclipseapphandleruneclipseapphandlejava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherrunapplicationeclipseapplauncherjava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherstarteclipseapplauncherjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgeclipseequinoxlaunchermaininvokeframeworkmainjava orgeclipseequinoxlaunchermainbasicrunmainjava orgeclipseequinoxlaunchermainrunmainjava caused javalangexceptionininitializererror javalangclassfornamenative method javalangclassfornameclassjava comopensyscloveretlcomponenttreebeanschemageneratorschemageneratorhunknown source comopensyscloveretlcomponenttreebeanschemageneratorschemageneratorfunknown source comopensyscloveretlcomponenttreebeanschemageneratorschemageneratorbunknown source comopensyscloveretlcomponenttreebeanschemageneratorschemageneratorvisitorvisitunknown source comopensyscloveretlcomponenttreebeanschemamodeltypedobjectacceptvisitorunknown source comopensyscloveretlcomponenttreebeanschemageneratorschemageneratorvisitorvisitunknown source comopensyscloveretlcomponenttreebeanschemamodeltypedobjectrefacceptvisitorunknown source comopensyscloveretlcomponenttreebeanschemamodeltypedobjectacceptvisitorunknown source comopensyscloveretlcomponenttreebeanschemageneratorschemageneratorvisitorvisitunknown source comopensyscloveretlcomponenttreebeanschemamodeltypedobjectrefacceptvisitorunknown source comopensyscloveretlcomponenttreebeanschemamodeltypedobjectacceptvisitorunknown source comopensyscloveretlcomponenttreebeanschemageneratorschemageneratorvisitorvisitunknown source comopensyscloveretlcomponenttreebeanschemamodeltypedobjectrefacceptvisitorunknown source comopensyscloveretlcomponenttreebeanschemageneratorschemageneratorgenerateobjectschemaunknown source comopensyscloveretlcomponenttreebeanschemageneratorschemageneratorgenerateschemaunknown source commulesoftmuledatamapperuiwizardbeanintrospectoreditorgenerateschemabeanintrospectoreditorjava commulesoftmuledatamapperuiwizardbeanintrospectordialoggenerateschemabeanintrospectordialogjava commulesoftmuledatamapperuiwizardschemageneratordialoggenerateschemarunschemageneratordialogjava orgeclipsejfaceoperationmodalcontextmodalcontextthreadrunmodalcontextjava caused orgmuleapimuleruntimeexception couldnt find config via spi mechanism corrupted mule core jar orgmuleconfigpoolthreadpoolfactorynewinstancethreadpoolfactoryjava orgmuleconfigimmutablethreadingprofileinitimmutablethreadingprofilejava orgmuleapiconfigthreadingprofileclinitthreadingprofilejava code,8
STUDIO-2487,studio doesnt support complex type lists,actually bugs one brace errors coming first install cloud connector first list attributes get label description string leave empty time studio regenerates code empty ones get default payload value slow complex types complex cannot defined get option reference autocompletion doesnt work either complex types lists,1
STUDIO-2492,multiple runtimes unknown node definition using components project created runtime,precondition mule studio workspace installed mule server steps reproduce create project using server switch project runtime server try use eeonly component business events jdbc ftp cache nothing happen visually component added exception logged error log see codejavalangruntimeexception unknown node definition orgmuletoolingcoremodulemulemodulemanagergetdefinitionmulemodulemanagerjava orgmuletoolingmessagefloweditpartcompartmentlaneeditpartbuildresponsemodelcompartmentlaneeditpartjava orgmuletoolingmessagefloweditpartcompartmentlaneeditpartbuilddisplaymodelcompartmentlaneeditpartjava orgmuletoolingmessagefloweditpartcompartmentlaneeditpartgetmodelchildrencompartmentlaneeditpartjava orgeclipsegefeditpartsabstracteditpartrefreshchildrenabstracteditpartjava orgmuletoolingmessagefloweditpartcompartmentlaneeditpartrefreshchildrencompartmentlaneeditpartjava orgmuletoolingmessagefloweditpartcompartmentlaneeditpartupdatecompartmentlaneeditpartjava javautilobservablenotifyobserversobservablejava orgmuletoolingmodelmessageflowdecoratorentitydecoratorfireevententitydecoratorjava orgmuletoolingmodelmessageflowdecoratorcompartmentlanedecoratoraddentitybeforecompartmentlanedecoratorjava orgmuletoolingmessageflowcommandnodecreatecommandaddcreatednodenodecreatecommandjava orgmuletoolingmessageflowcommandpatterncreatecommandexecutepatterncreatecommandjava orgeclipsegefcommandscommandstackexecutecommandstackjava orgeclipsegeftoolsabstracttoolexecutecommandabstracttooljava orgeclipsegeftoolsabstracttoolexecutecurrentcommandabstracttooljava orgeclipsegeftoolscreationtoolperformcreationcreationtooljava orgeclipsegeftoolscreationtoolhandlebuttonupcreationtooljava orgeclipsegeftoolsabstracttoolmouseupabstracttooljava orgeclipsegefeditdomainmouseupeditdomainjava orgmuletoolingmessagefloweditormessagefloweditormouseupmessagefloweditorjava orgeclipsegefuipartsdomaineventdispatcherdispatchmousereleaseddomaineventdispatcherjava orgeclipsedrawdlightweightsystemeventhandlermouseuplightweightsystemjava orgeclipseswtwidgetstypedlistenerhandleeventtypedlistenerjava orgeclipseswtwidgetseventtablesendeventeventtablejava orgeclipseswtwidgetsdisplaysendeventdisplayjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetsendeventwidgetjava orgeclipseswtwidgetswidgetnotifylistenerswidgetjava orgeclipseswtwidgetsdisplayrundeferredeventsdisplayjava orgeclipseswtwidgetsdisplayreadanddispatchdisplayjava orgeclipseuiinternalworkbenchruneventloopworkbenchjava orgeclipseuiinternalworkbenchrunuiworkbenchjava orgeclipseuiinternalworkbenchaccessworkbenchjava orgeclipseuiinternalworkbenchrunworkbenchjava orgeclipsecoredatabindingobservablerealmrunwithdefaultrealmjava orgeclipseuiinternalworkbenchcreateandrunworkbenchworkbenchjava orgeclipseuiplatformuicreateandrunworkbenchplatformuijava orgeclipseuiinternalideapplicationideapplicationstartideapplicationjava orgeclipseequinoxinternalappeclipseapphandleruneclipseapphandlejava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherrunapplicationeclipseapplauncherjava orgeclipsecoreruntimeinternaladaptoreclipseapplauncherstarteclipseapplauncherjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava orgeclipsecoreruntimeadaptoreclipsestarterruneclipsestarterjava sunreflectnativemethodaccessorimplinvokenative method sunreflectnativemethodaccessorimplinvokenativemethodaccessorimpljava sunreflectdelegatingmethodaccessorimplinvokedelegatingmethodaccessorimpljava javalangreflectmethodinvokemethodjava orgeclipseequinoxlaunchermaininvokeframeworkmainjava orgeclipseequinoxlaunchermainbasicrunmainjava orgeclipseequinoxlaunchermainrunmainjavacode,1
STUDIO-2535,whenever project change connections explorer warn user save project changes executing test connection,whenever project change connections explorer warn user save project changes executing test connection,3
